LoadRulesRealTime,LoadRulesCPUTime,LoadRulesMaxRAM_MB,LoadFactsRealTime,LoadFactsCPUTime,LoadFactsMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WriteRealTime,WriteCPUTime,WriteMaxRAM_MB
0.00104904174804688,0.000613000000000001,0.0,0.00044703483581543,0.000268999999999998,0.0,7.79628753662109e-05,7.30000000000001e-05,13.890625,0.00044703483581543007,0.0002449999999999989,0.0
0.0010230541229248,0.000586,0.0,0.000433921813964844,0.000264,0.0,7.79628753662109e-05,7.30000000000001e-05,11.640625,0.0004370212554931641,0.0002539999999999989,1.296875
0.00101613998413086,0.000591,0.0,0.00043487548828125,0.000262999999999999,0.0,7.60555267333984e-05,7.10000000000016e-05,12.203125,0.0004270076751708986,0.0002499999999999984,0.109375
0.000988960266113281,0.000574999999999999,0.0,0.000436067581176758,0.000262999999999999,0.0,7.60555267333984e-05,7.30000000000001e-05,11.859375,0.00043201446533203163,0.0002459999999999999,0.0
0.00103116035461426,0.000598,0.0,0.000455856323242188,0.000279999999999999,0.0,7.89165496826172e-05,7.30000000000001e-05,11.671875,0.00042295455932617177,0.0002409999999999999,0.4375
Average,0.0010216712951660162,0.0005926000000000001,0.0,0.000441551208496094,0.00026779999999999903,0.0,7.739067077636715e-05,7.26000000000004e-05,12.253125,0.0004332065582275392,0.0002471999999999992,0.36875
0.00101184844970703,0.000588,0.0,0.000441074371337891,0.000264999999999998,0.0,7.60555267333984e-05,7.20000000000026e-05,11.671875,0.0004899501800537106,0.00024299999999999637,0.0
0.00106120109558105,0.000598000000000001,0.0,0.000459909439086914,0.000277999999999997,0.0,7.89165496826172e-05,7.30000000000001e-05,11.859375,0.0004811286926269528,0.0002540000000000009,0.609375
0.00102400779724121,0.000594000000000001,0.0,0.000439167022705078,0.000267999999999997,0.0,7.89165496826172e-05,7.40000000000011e-05,11.78125,0.00045728683471679677,0.0002459999999999999,0.53125
0.00115585327148438,0.000664000000000001,0.0,0.000452995300292969,0.000276999999999999,0.0,8.10623168945312e-05,7.39999999999977e-05,13.90625,0.0004689693450927738,0.00026600000000000235,0.0
0.0010371208190918,0.000601000000000001,0.0,0.000447988510131836,0.000271,0.0,7.98702239990234e-05,7.49999999999987e-05,13.84375,0.0004973411560058596,0.0002580000000000013,0.0
Average,0.0010398387908935553,0.0006008000000000005,0.0,0.0004448890686035158,0.0002697999999999986,0.0,7.817745208740232e-05,7.310000000000023e-05,12.4328125,0.00045607089996337893,0.0002502999999999997,0.2984375
