DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.040000200271606445,0.03,1.4199998378753662,1.44,0.000125,0.000125,0.00113158,0.00113,0.204553,0.204227,0.0460117,0.045816
0.039999961853027344,0.03,1.440000057220459,1.46,0.000124292,0.000124,0.00112792,0.001127,0.205735,0.205408,0.0450656,0.044997
0.040000200271606445,0.03,1.429999828338623,1.45,0.000116917,0.000115,0.001129,0.001128,0.205013,0.204697,0.045436,0.045268
0.039999961853027344,0.03,1.4200000762939453,1.44,0.00012525,0.000124,0.00112842,0.001127,0.206804,0.206573,0.0463288,0.045581
0.039999961853027344,0.03,1.4300000667572021,1.45,0.000125375,0.000124,0.00112783,0.001127,0.205624,0.205211,0.0440721,0.043945
0.039999961853027344,0.03,1.4200000762939453,1.44,0.000125166,0.000125,0.00113392,0.001133,0.205603,0.205326,0.0445788,0.04452
0.039999961853027344,0.03,1.4200000762939453,1.45,0.000124792,0.000124,0.00114725,0.001146,0.205556,0.205282,0.0468521,0.0451
0.039999961853027344,0.03,1.4099998474121094,1.44,0.000131667,0.000131,0.00113192,0.00113,0.205309,0.205025,0.0462058,0.044699
0.039999961853027344,0.03,1.4200000762939453,1.44,0.00012925,0.000128,0.00124738,0.001229,0.205774,0.205539,0.0455616,0.045483
0.040000200271606445,0.03,1.429999828338623,1.45,0.000125125,0.000125,0.00112546,0.001124,0.205206,0.204717,0.04619,0.044909
Average,0.04000003337860107,0.030000000000000006,1.4239999771118164,1.4459999999999997,0.00012528340000000001,0.0001245,0.001143068,0.0011401000000000002,0.2055177,0.20520049999999998,0.04563025,0.0450318
