LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.00129985809326172,0.000612,0.00294303894042969,0.002518,0.0298449993133545,0.029313,0.057765007019043,0.056511
0.00101900100708008,0.000597,0.00292801856994629,0.002559,0.0292899608612061,0.029018,0.0581309795379638,0.05709299999999999
0.00103306770324707,0.000595,0.00298905372619629,0.002516,0.0296018123626709,0.029137,0.058204174041748005,0.056742
0.00108003616333008,0.000638,0.00297188758850098,0.002498,0.0294899940490723,0.029052,0.05895996093749999,0.05672699999999999
0.00117683410644531,0.000670999999999998,0.00301408767700195,0.00264,0.0298690795898438,0.029503,0.0701029300689697,0.057250999999999996
0.00107407569885254,0.000635,0.00297403335571289,0.002488,0.029465913772583,0.028998,0.0580849647521973,0.056892
0.00104093551635742,0.000597,0.00298309326171875,0.002602,0.0296978950500488,0.029264,0.057572126388549805,0.056584999999999996
0.00116777420043945,0.000686000000000001,0.0029301643371582,0.002489,0.029494047164917,0.029036,0.0582070350646973,0.057224000000000004
0.0010368824005127,0.000596000000000001,0.00299215316772461,0.002478,0.0297038555145264,0.029288,0.0577480792999267,0.056658999999999994
0.0011601448059082,0.000611,0.00287485122680664,0.002514,0.0296261310577393,0.029152,0.058279037475585896,0.057203000000000004
Average,0.001108860969543457,0.0006238000000000001,0.0029600381851196287,0.0025302000000000002,0.029608368873596212,0.0291761,0.059305429458618164,0.0568887
