environment,cpu_time,size,position,factor
clingo,0.0,800,1,
clingo,0.0,300,2,
clingo,0.0,100,3,
clingo,0.0,500,4,
clingo,0.0,700,5,
clingo,0.0,1000,6,
clingo,0.0,200,7,
clingo,0.0,600,8,
clingo,0.0,400,9,
clingo,0.0,900,10,
xsb,5.699999999999978e-05,100,11,inf
xsb,0.0001315999999999996,200,12,230.87719298245634
xsb,0.0003355999999999996,300,13,255.01519756838954
xsb,0.0003365999999999996,400,14,100.29797377830751
xsb,0.0003387999999999996,500,15,100.65359477124183
xsb,0.0008304,800,16,245.10035419126356
xsb,0.0008331999999999999,1000,17,100.33718689788051
xsb,0.0008407999999999998,700,18,100.91214594335094
xsb,0.0008417999999999999,900,19,100.11893434823978
xsb,0.0008494000000000005,600,20,100.90282727488722
souffle,0.001444,100,21,170.00235460324927
souffle,0.0035091999999999996,200,22,243.01939058171743
souffle,0.007373,400,23,210.10486720620088
souffle,0.0077176,300,24,104.67380984673808
souffle,0.008685,500,25,112.53498496942053
souffle,0.017100800000000003,1000,26,196.90040299366726
souffle,0.017591600000000002,800,27,102.87004116766467
souffle,0.017821999999999998,700,28,101.30971600081855
souffle,0.0179876,600,29,100.92918864324993
souffle,0.0180928,900,30,100.58484733927817
