DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.039999961853027344,0.03,1.4900000095367432,1.5,0.0,0.0,0.00507213,0.004798,0.256313,0.254739,0.0181328,0.018065
0.04999995231628418,0.03,1.5,1.52,0.0,0.0,0.00428521,0.004279,0.250713,0.249836,0.0174482,0.01742
0.039999961853027344,0.03,1.5199999809265137,1.53,0.0,0.0,0.00410037,0.0041,0.258091,0.255727,0.0173403,0.017306
0.04999995231628418,0.03,1.4600000381469727,1.49,0.0,0.0,0.0053245,0.005323,0.255571,0.255169,0.0182661,0.018262
0.039999961853027344,0.03,1.510000228881836,1.53,0.0,0.0,0.00586588,0.005865,0.25876,0.258009,0.0176398,0.017612
0.039999961853027344,0.03,1.5099999904632568,1.52,0.0,0.0,0.00606867,0.006068,0.253876,0.253456,0.0170133,0.016983
0.039999961853027344,0.03,1.4300000667572021,1.45,0.0,0.0,0.00651008,0.00651,0.255311,0.254931,0.0171824,0.017135
0.039999961853027344,0.03,1.4300000667572021,1.45,0.0,0.0,0.00650996,0.00651,0.25693,0.25653,0.0189943,0.017516
0.040000200271606445,0.03,1.4900000095367432,1.51,0.0,0.0,0.00417046,0.004168,0.248357,0.247639,0.0172102,0.017181
0.039999961853027344,0.03,1.5399999618530273,1.53,0.0,0.0,0.00526346,0.005263,0.2532,0.252393,0.0172215,0.017156
Average,0.041999983787536624,0.030000000000000006,1.4880000352859497,1.5029999999999997,0.0,0.0,0.005317072000000001,0.0052884,0.2547122,0.25384290000000004,0.017644890000000003,0.017463600000000003
