DatalogToCPPRealTime,DatalogToCPPCPUTime,DatalogToCPPMaxRAM_MB,CompileRealTime,CompileCPUTime,CompileMaxRAM_MB,InstanceLoadingRealTime,InstanceLoadingCPUTime,InstanceLoadingMaxRAM_MB,LoadingFactRealTime,LoadingFactCPUTime,LoadingFactMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WritingResultRealTime,WritingResultCPUTime,WritingResultMaxRAM_MB
0.008809166960418224,0.00021900000001551234,0.125,1.4655233329976909,0.4198820000000296,254.171875,0.000108083,0.000108,0.0,0.000855959,0.000855,0.0,0.002177,0.002176,0.21875,0.000293541,0.000293,0.0
0.008417957986239344,0.008465000000001055,0.6875,1.4306768330279738,0.41253200000005563,253.609375,0.0,0.0,0.0,0.000799833,0.000799,0.0,0.00200692,0.002006,0.703125,0.000265084,0.000265,0.0
0.0078457499621436,0.00012199999991935329,0.125,1.5425739589845762,0.45488799999998264,253.921875,0.000110833,0.000109,0.0,0.00087,0.000869,0.0,0.00207025,0.002071,0.28125,0.000281292,0.000281,0.0
0.008012667007278651,0.00011800000004313915,0.125,1.4489295830135234,0.1087600000000748,124.09375,0.0,0.0,0.0,0.000790792,0.00079,0.0,0.00205742,0.002057,2.09375,0.000259917,0.000259,0.0
0.007614458038005978,0.007643000000030042,0.6875,1.4179154169978574,0.11378300000001218,124.375,0.00010825,0.000107,0.0,0.000859834,0.000859,0.0,0.00221254,0.002212,0.734375,0.000277167,0.000277,0.0
Average,0.00813999999081716,0.0033134000000018204,0.35,1.4611238250043244,0.30196900000003096,202.034375,6.54332e-05,6.48e-05,0.0,0.0008352836,0.0008344000000000001,0.0,0.0021048259999999997,0.0021044,0.80625,0.00027540020000000004,0.00027499999999999996,0.0
0.010134417039807886,0.0004899999999992133,0.125,1.83202287502354,0.6559179999999998,254.171875,0.0,0.0,0.0,0.000630458,0.00063,0.0,0.001504,0.001503,2.078125,0.000452666,0.000294,0.0
0.011620499950367957,0.0006960000000049149,0.140625,1.9678914999822155,0.6674019999999956,252.171875,0.0,0.0,0.0,0.000649916,0.00065,0.0,0.00156996,0.001569,0.125,0.000296417,0.000296,0.0
0.009757166029885411,0.0002599999999972624,0.125,1.8542615830083378,0.18064300000000344,125.46875,0.0,0.0,0.0,0.000654959,0.000655,0.0,0.00156308,0.001563,0.125,0.000355833,0.000356,0.0
0.011034875002223998,0.00020199999998737894,0.125,2.0103025000425987,0.680059,253.703125,0.0,0.0,0.0,0.000608125,0.000607,0.0,0.00147696,0.001477,0.421875,0.000282125,0.000281,0.0
0.009648417006246746,0.00018199999999524152,0.125,1.8928975830203854,0.6685659999999984,252.09375,0.0,0.0,0.0,0.00059325,0.000593,0.0,0.00183583,0.001814,0.15625,0.000253959,0.000253,0.0
Average,0.00928953749826178,0.0018396999999993114,0.2390625,1.68629951660987,0.4362433000000152,214.778125,3.27166e-05,3.24e-05,0.0,0.0007313126,0.0007307,0.0,0.001847396,0.0018448000000000002,0.69375,0.0003018001,0.0002855,0.0
