DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.039999961853027344,0.039999999999999994,1.5099999904632568,1.5,0.000105125,0.000104,0.000324042,0.000319,0.000567291,0.000566,0.00041075,0.000411
0.04999995231628418,0.03,1.4800000190734863,1.5,0.000115916,0.000116,0.000383667,0.000383,0.000681375,0.000681,0.001161,0.000539
0.039999961853027344,0.03,1.4800000190734863,1.51,0.000125,0.000125,0.000388292,0.000387,0.000688291,0.000687,0.000458875,0.000459
0.040000200271606445,0.03,1.4800000190734863,1.5,0.000113,0.000112,0.000346125,0.000345,0.000608709,0.000608,0.000399541,0.000398
0.039999961853027344,0.03,1.4800000190734863,1.48,0.000125708,0.000124,0.000383833,0.000383,0.000691833,0.000686,0.000458041,0.000457
0.039999961853027344,0.03,1.4800000190734863,1.5,0.000122625,0.000122,0.000384834,0.000382,0.000687167,0.000687,0.000469583,0.000469
0.039999961853027344,0.03,1.4800000190734863,1.49,0.000113625,0.000114,0.00034825,0.000348,0.000614959,0.000614,0.000441584,0.000441
0.039999961853027344,0.03,1.4700000286102295,1.5,0.000106333,0.000105,0.000321708,0.000321,0.000565625,0.000566,0.000397791,0.000397
0.039999961853027344,0.03,1.5099999904632568,1.53,0.000111542,0.00011,0.00034225,0.000341,0.000616458,0.000616,0.000419125,0.000419
0.039999961853027344,0.03,1.4800000190734863,1.5,0.0,0.0,0.000242792,0.000243,0.00040425,0.000404,0.000287,0.000283
Average,0.040999984741210936,0.031000000000000007,1.4850000143051147,1.501,0.00010388739999999999,0.00010320000000000001,0.00034657930000000006,0.00034520000000000004,0.0006125958000000001,0.0006115,0.0004903290000000001,0.0004273000000000001
