DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.039999961853027344,0.03,1.4900000095367432,1.5,0.0,0.0,0.00104521,0.000904,0.00334733,0.003334,0.001491,0.00149
0.039999961853027344,0.03,1.4600000381469727,1.47,0.0,0.0,0.000981,0.00098,0.00375275,0.003752,0.00160879,0.001607
0.039999961853027344,0.03,1.440000057220459,1.46,0.0,0.0,0.000883708,0.000883,0.00335042,0.003349,0.00148083,0.00148
0.039999961853027344,0.03,1.5299999713897705,1.53,0.0,0.0,0.000928583,0.000923,0.00336546,0.003365,0.00153,0.001529
0.039999961853027344,0.039999999999999994,1.4700000286102295,1.48,0.0,0.0,0.000920417,0.00092,0.00370587,0.003704,0.00145488,0.001449
0.040000200271606445,0.03,1.4900000095367432,1.5,0.0,0.0,0.000888,0.000886,0.00309925,0.003097,0.00140638,0.001406
0.039999961853027344,0.03,1.5099999904632568,1.51,0.0,0.0,0.00097525,0.000973,0.00374912,0.003748,0.00153304,0.001532
0.039999961853027344,0.03,1.5099999904632568,1.5,0.0,0.0,0.000972375,0.000972,0.0037195,0.003719,0.00149175,0.00149
0.039999961853027344,0.03,1.4900000095367432,1.5,0.000100542,0.0001,0.0009925,0.000991,0.00364587,0.003645,0.00149463,0.001494
0.039999961853027344,0.03,1.4800000190734863,1.49,0.0,0.0,0.000980708,0.00098,0.00348025,0.003473,0.001486,0.001484
Average,0.039999985694885255,0.030999999999999993,1.487000012397766,1.494,1.00542e-05,1e-05,0.0009567750999999999,0.0009411999999999999,0.003521582,0.0035185999999999993,0.0014977299999999999,0.0014960999999999998
