LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.00129199028015137,0.000605,0.000380992889404297,0.000179,0.000251054763793945,0.000234,0.002649784088134765,0.00236
0.0010521411895752,0.000601000000000001,0.000406980514526367,0.000194,0.000262022018432617,0.000246,0.002523899078369143,0.002264
0.00111484527587891,0.000657999999999999,0.000396013259887695,0.000188000000000001,0.000259160995483398,0.000244000000000001,0.002508878707885742,0.002266999999999999
0.0010230541229248,0.000584999999999999,0.000375986099243164,0.000176000000000001,0.000256061553955078,0.000241,0.002560853958129882,0.0023150000000000002
0.0010988712310791,0.000654,0.000334978103637695,0.000175,0.000252008438110352,0.000236,0.002585172653198238,0.002353
0.00107884407043457,0.000628,0.000385046005249023,0.000187000000000001,0.000258922576904297,0.000241,0.0025179386138916033,0.002269
0.0011599063873291,0.000612000000000001,0.000442981719970703,0.000185999999999999,0.000252008438110352,0.000236999999999999,0.002604961395263668,0.002347000000000001
0.00106501579284668,0.000612000000000001,0.000324010848999023,0.000166999999999999,0.000277042388916016,0.000262,0.002737045288085934,0.002254
0.00104093551635742,0.000614,0.000313997268676758,0.000161,0.000244140625,0.000233000000000001,0.00252676010131836,0.002281999999999999
0.00104689598083496,0.000607,0.00031590461730957,0.000162000000000001,0.000245094299316406,0.000234,0.002699851989746094,0.0023740000000000002
Average,0.001097249984741211,0.0006176,0.0003676891326904295,0.0001775000000000002,0.0002557516098022461,0.00024080000000000008,0.0025915145874023425,0.0023085000000000002
