LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.00138306617736816,0.000685,0.136918783187866,0.126247,2.56681418418884,2.550211,0.10035681724549006,0.10038299999999989
0.0010230541229248,0.000596000000000001,0.138257026672363,0.127168,2.5542778968811,2.540596,0.12465000152588024,0.11967600000000012
0.00106501579284668,0.000621,0.137548923492432,0.126592,2.56161713600159,2.545585,0.10517573356628018,0.10429900000000014
0.00103592872619629,0.000610000000000001,0.138433933258057,0.127101,2.55202603340149,2.535208,0.1253099441528298,0.1239410000000003
0.00105786323547363,0.000609999999999999,0.137676000595093,0.126184,2.55097913742065,2.537398,0.11680197715760032,0.11364300000000016
0.00105094909667969,0.000616,0.137691020965576,0.127017,2.55857706069946,2.543989,0.10315084457398038,0.09953000000000012
0.00106382369995117,0.000627000000000001,0.137163162231445,0.126349,2.56841397285461,2.553352,0.09344315528870029,0.09003400000000017
0.00105881690979004,0.000614999999999999,0.137340068817139,0.126383,2.57672810554504,2.560614,0.0898218154907302,0.08818400000000004
0.00103092193603516,0.000598999999999999,0.136396169662476,0.1265,2.5502758026123,2.535892,0.13823699951172008,0.13357699999999983
0.0011448860168457,0.00065,0.137562036514282,0.126989,2.56632995605469,2.550103,0.11899113655089977,0.11552899999999999
Average,0.001091432571411132,0.0006229,0.13749871253967288,0.126653,2.5606039285659774,2.5452947999999997,0.11159384250641113,0.10887960000000008
