environment,real_time,size,position,factor
clingo,0.0,100,1,
clingo,0.0019999980926513673,200,2,inf
clingo,0.005999994277954101,300,3,300.0
clingo,0.009999990463256836,400,4,166.66666666666669
clingo,0.018000030517578126,500,5,180.00047683761295
clingo,0.019999980926513672,600,6,111.11081676768532
clingo,0.033999967575073245,700,7,170.00000000000003
clingo,0.04200000762939453,800,8,123.52955201106262
xsb,0.05172519683837891,100,9,123.15520819614807
clingo,0.05399994850158692,900,10,104.39776318360995
clingo,0.059999942779541016,1000,11,111.11111111111111
mariadb,0.17592694160002792,100,12,293.21184896198946
souffle,0.3382592,100,13,192.27254047821535
xsb,0.422682523727417,200,14,124.95817518855866
mariadb,1.1361870914000065,200,15,268.8038959786093
xsb,1.389961004257204,300,16,122.33557437661943
souffle,2.5920180000000004,200,17,186.48134674721874
xsb,3.293330383300782,400,18,127.05661701812183
mariadb,4.073137891799979,300,19,123.67838685281328
xsb,6.456117010116576,500,20,158.50474944916544
souffle,8.657447999999999,300,21,134.09682610203612
mariadb,10.142478224800016,400,22,117.15320986969853
xsb,10.83244161605836,600,23,106.80271010660167
xsb,17.221537590026838,700,24,158.98112540479403
souffle,20.61086,400,25,119.68071893845269
mariadb,20.70985854159999,500,26,100.48032222624379
xsb,25.92955055236816,800,27,125.20389987349914
mariadb,34.89189912500005,600,28,134.56422645865473
xsb,37.02119297981263,900,29,106.10254502681093
souffle,40.196079999999995,500,30,108.57586361930207
xsb,50.9385236740112,1000,31,126.72510273143851
souffle,69.2157,600,32,135.8808520697544
souffle,110.38600000000001,700,33,159.4811581765409
souffle,164.635,800,34,149.14481908937725
souffle,234.23319999999998,900,35,142.27424302244359
souffle,322.0576,1000,36,137.4944286292464
