DatalogToCPPRealTime,DatalogToCPPCPUTime,DatalogToCPPMaxRAM_MB,CompileRealTime,CompileCPUTime,CompileMaxRAM_MB,InstanceLoadingRealTime,InstanceLoadingCPUTime,InstanceLoadingMaxRAM_MB,LoadingFactRealTime,LoadingFactCPUTime,LoadingFactMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WritingResultRealTime,WritingResultCPUTime,WritingResultMaxRAM_MB
0.00929775001714006,0.0001729999999042775,0.125,1.722503958037123,0.5494879999999966,254.203125,0.0,0.0,0.0,0.000818375,0.000817,0.0,0.00570033,0.005689,2.078125,0.000692542,0.000691,0.0
0.009969957987777889,0.00020399999993969686,0.125,1.5258189580054022,0.4658480000000509,253.765625,0.0,0.0,0.0,0.000808959,0.000809,0.0,0.00645788,0.006457,2.109375,0.000518209,0.000516,0.0
0.007764915993902832,0.00014500000008865754,0.125,1.5261022920021787,0.44885599999997794,253.546875,0.0,0.0,0.0,0.000622,0.000621,0.0,0.00496633,0.004965,0.671875,0.000456625,0.000456,0.0
0.008177249983418733,0.00013599999999769352,0.125,1.638970416970551,0.4557720000000245,254.0625,0.000109042,0.000108,0.0,0.000875709,0.000874,0.0,0.00678808,0.006788,2.09375,0.000489333,0.000489,0.0
0.009264208027161658,0.009276999999997315,0.125,1.5144999169860967,0.4429529999999886,253.59375,0.0,0.0,0.0,0.000818666,0.000818,0.0,0.00635283,0.006352,2.09375,0.000521041,0.00052,0.0
Average,0.008894816401880234,0.001986999999985528,0.125,1.5855791084002704,0.4725834000000077,253.834375,2.18084e-05,2.16e-05,0.0,0.0007887418,0.0007878,0.0,0.0060530900000000006,0.0060502,1.809375,0.0005355499999999999,0.0005344,0.0
0.010699584032408893,0.000545000000016671,0.734375,1.6546240840107203,0.517595,254.171875,0.0,0.0,0.0,0.00082075,0.00082,0.0,0.00633708,0.006335,0.734375,0.000565,0.000563,0.0
0.008900083019398153,0.0010729999999909978,0.125,1.6017469590296969,0.5116410000000258,254.4375,0.0,0.0,0.0,0.000745584,0.000745,0.0,0.00568788,0.005679,0.125,0.0005775,0.000577,0.0
0.010043292015325278,0.0007180000000062137,0.140625,1.8055222500115633,0.5796390000000144,254.53125,0.0,0.0,0.0,0.000795042,0.000777,0.0,0.00579687,0.005797,0.125,0.000564041,0.000548,0.0
0.010030541976448148,0.0007170000000087384,0.125,1.642221292015165,0.532527999999985,254.125,0.0,0.0,0.0,0.00086825,0.000863,0.0,0.00654458,0.006543,0.734375,0.000654417,0.000653,0.0
0.00964245799696073,0.009527999999988879,0.734375,1.5566885830485262,0.5057500000000061,254.359375,0.000111083,0.000111,0.0,0.000830708,0.00083,0.0,0.0065565,0.006536,0.734375,0.000645667,0.000645,0.0
Average,0.009379004104994237,0.002251599999993914,0.2484375,1.6188698710117024,0.501007000000007,254.0796875,2.20125e-05,2.19e-05,0.0,0.0008004043000000001,0.0007973999999999999,0.0,0.006118836000000001,0.006114099999999999,1.15,0.0005684374999999999,0.0005658,0.0
