environment,cpu_time,size,position,factor
clingo,0.0,400,1,
clingo,0.0,200,2,
clingo,0.0,1000,3,
clingo,0.0,900,4,
clingo,0.0,500,5,
clingo,0.0,100,6,
clingo,0.0,600,7,
clingo,0.0,300,8,
xsb,0.0001194,100,9,inf
xsb,0.0002304000000000006,200,10,192.9648241206035
xsb,0.0003302000000000002,300,11,143.31597222222194
xsb,0.0004347999999999998,400,12,131.67777104784963
xsb,0.0005482000000000002,500,13,126.08095676172964
xsb,0.0006385999999999996,600,14,116.49033199562191
xsb,0.0007693999999999996,700,15,120.48230504228002
xsb,0.0008657999999999999,800,16,112.52924356641543
xsb,0.0009484000000000006,900,17,109.54030954030962
xsb,0.0010668,1000,18,112.48418388865448
clingo,0.0020000000000000018,700,19,187.4765654293215
clingo,0.0040000000000000036,800,20,200.0
souffle,0.0042924,100,21,107.3099999999999
souffle,0.0070025999999999994,200,22,163.13950237629297
souffle,0.0112494,300,23,160.64604575443408
souffle,0.013924200000000001,400,24,123.77726812096645
souffle,0.0164656,500,25,118.25167693655649
souffle,0.0183762,600,26,111.60358565737052
souffle,0.021554,700,27,117.29302031976144
souffle,0.0241948,800,28,112.25201818687947
souffle,0.025949599999999996,900,29,107.25279812191049
souffle,0.0289348,1000,30,111.50383820945218
