DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.039999961853027344,0.03,1.4500000476837158,1.46,0.000126417,0.000126,0.0005275,0.000527,0.000802583,0.000802,0.000530791,0.000531
0.039999961853027344,0.03,1.4399998188018799,1.46,0.000126584,0.000126,0.000531375,0.000531,0.000806125,0.000805,0.000530166,0.00053
0.039999961853027344,0.03,1.4900000095367432,1.49,0.00012625,0.000126,0.000529958,0.000529,0.000801833,0.000802,0.00049325,0.000493
0.039999961853027344,0.03,1.4200000762939453,1.44,0.00011775,0.000116,0.000527292,0.000525,0.000802416,0.000802,0.000511875,0.000512
0.039999961853027344,0.03,1.4300000667572021,1.45,0.0001105,0.00011,0.000529458,0.000529,0.000804958,0.000804,0.000525125,0.000524
0.039999961853027344,0.03,1.4500000476837158,1.47,0.000125583,0.000124,0.000530666,0.00053,0.000805458,0.000805,0.000515875,0.000514
0.040000200271606445,0.03,1.429999828338623,1.45,0.000100542,0.0001,0.000412542,0.000412,0.000613541,0.000613,0.000418125,0.000417
0.039999961853027344,0.03,1.4300000667572021,1.45,0.000124834,0.000124,0.00052925,0.000528,0.000804667,0.000803,0.000524541,0.000523
0.040000200271606445,0.03,1.429999828338623,1.45,0.000125792,0.000125,0.000529417,0.000529,0.000800459,0.0008,0.000520875,0.00052
0.039999961853027344,0.03,1.4300000667572021,1.45,0.000126709,0.000126,0.000526542,0.000525,0.0008,0.0008,0.000523458,0.000523
Average,0.04000000953674317,0.030000000000000006,1.4399999856948853,1.4569999999999996,0.0001210961,0.00012029999999999998,0.0005174,0.0005165,0.0007842039999999999,0.0007836,0.0005094081,0.0005087
