DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.039999961853027344,0.03,1.4200000762939453,1.44,0.0,0.0,0.000844208,0.000748,0.00161029,0.001609,0.00101746,0.000815
0.040000200271606445,0.03,1.4199998378753662,1.44,0.0,0.0,0.000847833,0.000846,0.00198542,0.001976,0.000958459,0.000958
0.039999961853027344,0.03,1.4200000762939453,1.44,0.0,0.0,0.000855875,0.000855,0.00197538,0.001975,0.000946084,0.000945
0.039999961853027344,0.03,1.4300000667572021,1.45,0.0,0.0,0.000853334,0.000851,0.00197937,0.001979,0.000943583,0.000943
0.04999995231628418,0.03,1.4300000667572021,1.46,0.0,0.0,0.000852292,0.000852,0.00198637,0.001986,0.000939334,0.000938
0.040000200271606445,0.03,1.4199998378753662,1.44,0.0,0.0,0.00084875,0.000848,0.00198367,0.001983,0.0009675,0.000968
0.039999961853027344,0.03,1.4100000858306885,1.44,0.0,0.0,0.000852833,0.000853,0.00197942,0.001979,0.000973583,0.000973
0.039999961853027344,0.03,1.440000057220459,1.47,0.0,0.0,0.000856125,0.000854,0.00197721,0.001977,0.00104929,0.00065
0.039999961853027344,0.03,1.4300000667572021,1.45,0.0,0.0,0.000848666,0.000847,0.001983,0.001982,0.000927208,0.000928
0.040000200271606445,0.03,1.4399998188018799,1.46,0.0,0.0,0.000870167,0.000869,0.00198158,0.001981,0.000937333,0.000936
Average,0.04100003242492676,0.030000000000000006,1.4259999990463257,1.4489999999999998,0.0,0.0,0.0008530082999999999,0.0008423,0.0019441709999999997,0.0019427,0.0009659834,0.0009054
