LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.0,0.0,0.059999942779541016,0.06,0.009999990463256836,0.0,0.12000012397766113,0.13
0.0,0.0,0.009999990463256836,0.0,0.04999995231628418,0.06,0.009999990463256836,0.0,0.12000012397766113,0.13
0.0,0.0,0.0,0.0,0.04999995231628418,0.06,0.009999990463256836,0.0,0.12000012397766113,0.13
0.0,0.0,0.0,0.0,0.04999995231628418,0.06,0.009999990463256836,0.0,0.12000012397766113,0.13
0.0,0.0,0.0,0.0,0.059999942779541016,0.06,0.0,0.0,0.1400001049041748,0.13
0.0,0.0,0.0,0.0,0.059999942779541016,0.06,0.0,0.0,0.13000011444091797,0.13
0.0,0.0,0.0,0.0,0.04999995231628418,0.05,0.009999990463256836,0.009999999999999995,0.11999988555908203,0.12000000000000001
0.0,0.0,0.0,0.0,0.04999995231628418,0.06,0.009999990463256836,0.0,0.11999988555908203,0.13
0.0,0.0,0.0,0.0,0.04999995231628418,0.05,0.009999990463256836,0.009999999999999995,0.11999988555908203,0.12000000000000001
0.0,0.0,0.0,0.0,0.059999942779541016,0.06,0.009999990463256836,0.0,0.11999988555908203,0.13
Average,0.0,0.0,0.0009999990463256836,0.0,0.05399994850158692,0.05800000000000001,0.007999992370605469,0.001999999999999999,0.12300002574920654,0.12800000000000003
