environment,cpu_time,size,position,factor
xsb,4.9000000000000446e-05,50,1,
xsb,0.000103999999999998,100,2,212.24489795917765
mariadb,0.00010910000000000086,150,3,104.903846153849
mariadb,0.00011735000000001605,400,4,107.56186984419351
mariadb,0.00011764999999996917,250,5,100.25564550485988
mariadb,0.0001213499999999923,100,6,103.14492137698605
postgres,0.00013245000000000617,250,7,109.14709517924564
mariadb,0.00013355000000001005,350,8,100.83050207625807
mariadb,0.00013445000000000817,300,9,100.67390490452868
postgres,0.00013545000000000917,200,10,100.74377091855777
postgres,0.00013944999999998542,350,11,102.95311923217125
mariadb,0.00014005000000000267,200,12,100.43026174257248
mariadb,0.00014279999999999848,50,13,101.96358443412763
cockroachdb,0.0001466999999999996,200,14,102.7310924369756
postgres,0.0001487000000000016,50,15,101.36332651670213
postgres,0.00015409999999999036,400,16,103.63147276394666
cockroachdb,0.00015565000000000717,50,17,101.00584036341135
postgres,0.00015944999999997767,100,18,102.44137487951836
cockroachdb,0.0001635500000000123,250,19,102.57133897775805
cockroachdb,0.0001669500000000268,100,20,102.07887496179411
postgres,0.00017854999999999954,150,21,106.94818808024611
postgres,0.00018740000000000423,300,22,104.9565947913776
cockroachdb,0.0001914499999999819,300,23,102.1611526147159
cockroachdb,0.00019314999999997529,150,24,100.88796030294777
cockroachdb,0.00020105000000003592,400,25,104.09008542586675
cockroachdb,0.00021444999999997716,350,26,106.665008704272
xsb,0.0002404999999999975,250,27,112.1473536955109
xsb,0.000264500000000001,150,28,109.97920997921153
xsb,0.0002909999999999995,200,29,110.0189035916818
xsb,0.0005025000000000029,350,30,172.68041237113533
xsb,0.000532500000000005,400,31,105.97014925373172
xsb,0.0005414999999999964,300,32,101.6901408450688
neo4j,0.000578400000000201,350,33,106.81440443217079
neo4j,0.0006927500000000197,250,34,119.77005532499638
neo4j,0.0007204999999999018,100,35,104.00577408875947
neo4j,0.0007285000000001318,300,36,101.11034004166983
neo4j,0.0007641999999999927,200,37,104.90048043923876
neo4j,0.0007705499999999255,50,38,100.83093431038117
neo4j,0.0008358000000000532,400,39,108.46797741874428
neo4j,0.0008552000000001669,150,40,102.3211294568213
duckdb,0.008898850000000014,200,41,1040.5577642654673
duckdb,0.00969790000000001,50,42,108.97925012782544
duckdb,0.012395750000000011,150,43,127.81890924839396
duckdb,0.012920750000000009,100,44,104.23532259040395
duckdb,0.013357950000000007,250,45,103.38370450631736
duckdb,0.013954099999999997,300,46,104.46288539783417
duckdb,0.01573795,400,47,112.7836979812385
duckdb,0.01618750000000002,350,48,102.85647114141308
