environment,real_time,size,position,factor
clingo,0.0,100,1,
clingo,0.0,200,2,
clingo,0.0039999961853027345,300,3,inf
clingo,0.005999994277954101,400,4,150.0
xsb,0.008155393600463866,100,5,135.9233563010117
clingo,0.009999990463256836,600,6,122.6181218609492
clingo,0.010000038146972656,500,7,100.00047683761295
clingo,0.01399998664855957,700,8,139.9993324305251
clingo,0.017999982833862303,800,9,128.57142857142856
clingo,0.023999977111816406,900,10,133.33333333333334
clingo,0.030000066757202147,1000,11,125.00039736467745
xsb,0.06748933792114258,200,12,224.96395913832538
souffle,0.0733168,100,13,108.63464105347498
xsb,0.2249191761016846,300,14,306.77713171017365
souffle,0.46506980000000003,200,15,206.77196496120223
xsb,0.5437164306640626,400,16,116.91071548057144
xsb,1.0667099952697723,500,17,196.18866289675242
souffle,1.489108,300,18,139.59820444200514
xsb,1.8066370487213121,600,19,121.323439852671
xsb,2.866409063339232,700,20,158.65992925186592
souffle,3.6824600000000003,400,21,128.4694514505235
xsb,4.305689954757692,800,22,116.9242830813557
xsb,6.007747554779052,900,23,139.53042643352953
souffle,7.1997979999999995,500,24,119.84188640337747
xsb,8.386600780487061,1000,25,116.48383441434137
souffle,12.36614,600,26,147.451158385553
souffle,19.98466,700,27,161.60790675182395
souffle,30.85172,800,28,154.37700716449515
souffle,44.101980000000005,900,29,142.94820515679515
souffle,60.00028,1000,30,136.0489483692115
