LoadRulesRealTime,LoadRulesCPUTime,LoadRulesMaxRAM_MB,LoadFactsRealTime,LoadFactsCPUTime,LoadFactsMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WriteRealTime,WriteCPUTime,WriteMaxRAM_MB
0.00105190277099609,0.000602999999999999,0.0,0.000300168991088867,0.000133999999999999,0.0,2.19345092773438e-05,1.30000000000026e-05,12.25,0.0004019737243652342,0.0001079999999999974,0.0
0.00131511688232422,0.000692000000000002,0.0,0.000327825546264648,0.000147999999999999,0.0,2.21729278564453e-05,1.69999999999997e-05,13.390625,0.00033974647521972667,9.700000000000031e-05,0.0
0.00126290321350098,0.000698999999999998,0.0,0.000303030014038086,0.000133000000000001,0.0,2.50339508056641e-05,1.49999999999977e-05,13.5625,0.0003359317779541019,9.80000000000023e-05,0.0
0.00104689598083496,0.000605999999999999,0.0,0.000295162200927734,0.000129000000000001,0.0,2.00271606445312e-05,1.50000000000011e-05,11.59375,0.0002770423889160158,8.89999999999989e-05,0.65625
0.00100898742675781,0.000582999999999998,0.0,0.000306129455566406,0.000135,0.0,1.59740447998047e-05,1.20000000000016e-05,12.078125,0.00026893615722656234,8.699999999999851e-05,0.0
Average,0.001137161254882812,0.0006365999999999992,0.0,0.0003064632415771482,0.0001358,0.0,2.102851867675782e-05,1.440000000000054e-05,12.575,0.00032472610473632823,9.579999999999948e-05,0.13125
0.0010380744934082,0.000594000000000001,0.0,0.000278949737548828,0.000119999999999999,0.0,1.69277191162109e-05,1.40000000000001e-05,12.3125,0.000570058822631836,0.0001150000000000009,0.0
0.00118017196655273,0.000652,0.0,0.000294923782348633,0.000126000000000001,0.0,1.9073486328125e-05,1.50000000000011e-05,13.40625,0.000339984893798828,8.89999999999989e-05,0.0
0.00104689598083496,0.000605000000000001,0.0,0.000297069549560547,0.000128999999999997,0.0,1.78813934326172e-05,1.40000000000001e-05,13.046875,0.0003252029418945308,9.29999999999989e-05,0.109375
0.00233602523803711,0.001102,0.0,0.000383853912353516,0.000148000000000002,0.0,2.09808349609375e-05,1.59999999999987e-05,13.59375,0.0003731250762939455,8.900000000000029e-05,0.0
0.00112199783325195,0.000607,0.0,0.000321865081787109,0.000131000000000003,0.0,3.00407409667969e-05,1.49999999999977e-05,13.1875,0.0003087520599365231,8.90000000000023e-05,0.0
Average,0.001240897178649901,0.0006742999999999999,0.0,0.0003108978271484374,0.0001333000000000002,0.0,2.1004676818847658e-05,1.460000000000004e-05,12.8421875,0.00035407543182373045,9.539999999999988e-05,0.0765625
