environment,cpu_time,size,position,factor
mariadb,6.219999999999005e-05,10000,1,
postgres,7.259999999998934e-05,40000,2,116.72025723472824
postgres,7.920000000001259e-05,30000,3,109.09090909094246
postgres,8.799999999999918e-05,20000,4,111.11111111109241
postgres,9.320000000001549e-05,10000,5,105.9090909091095
mariadb,0.00010900000000000354,20000,6,116.95278969955518
postgres,0.0001264000000000043,50000,7,115.96330275229374
mariadb,0.00013220000000000454,30000,8,104.58860759493676
postgres,0.00016080000000001649,100000,9,121.63388804841979
mariadb,0.00016220000000000123,80000,10,100.87064676615958
mariadb,0.00017260000000001162,70000,11,106.41183723798416
postgres,0.00017539999999999223,90000,12,101.6222479721787
postgres,0.00018299999999999984,60000,13,104.33295324971948
mariadb,0.00018360000000000598,60000,14,100.32786885246236
mariadb,0.00018759999999998778,50000,15,102.17864923746278
mariadb,0.0002068000000000181,40000,16,110.23454157784198
postgres,0.00021959999999999759,70000,17,106.18955512571489
postgres,0.00025159999999999625,80000,18,114.57194899817806
cockroachdb,0.00025160000000000736,10000,19,100.00000000000442
cockroachdb,0.00027620000000001533,20000,20,109.77742448330972
cockroachdb,0.00032639999999998224,30000,21,118.17523533669953
mariadb,0.0004434000000000049,100000,22,135.845588235303
cockroachdb,0.00047199999999999467,40000,23,106.45015787099446
mariadb,0.0004870000000000041,90000,24,103.17796610169694
cockroachdb,0.0005368000000000262,70000,25,110.22587268994283
cockroachdb,0.0005987999999999882,50000,26,111.54992548434409
cockroachdb,0.0006115999999999899,60000,27,102.13760855043452
cockroachdb,0.0007622000000000017,80000,28,124.62393721386759
cockroachdb,0.0007921999999999984,100000,29,103.93597480976078
cockroachdb,0.001012600000000008,90000,30,127.82125725826938
clingo,0.040000000000000036,10000,31,3950.2271380604107
duckdb,0.06865780000000002,10000,32,171.64449999999988
clingo,0.0959999999999999,20000,33,139.82388017093453
duckdb,0.14326120000000003,20000,34,149.23041666666686
clingo,0.17999999999999994,30000,35,125.64462673773491
duckdb,0.235668,30000,36,130.9266666666667
clingo,0.28,40000,37,118.81120898891663
xsb,0.36358199999999996,10000,38,129.85071428571428
clingo,0.378,50000,39,103.96554284865589
duckdb,0.38532940000000004,40000,40,101.93899470899473
duckdb,0.4666616,50000,41,121.10718777233191
souffle,0.4762168,10000,42,102.0475650878495
clingo,0.48,60000,43,100.79442808401551
duckdb,0.5864628,60000,44,122.17974999999998
clingo,0.6239999999999997,70000,45,106.4006105758114
duckdb,0.6849823999999999,70000,46,109.77282051282056
clingo,0.7659999999999999,80000,47,111.82769075526613
clingo,0.882,90000,48,115.14360313315927
duckdb,0.9933624,80000,49,112.62612244897959
clingo,1.0080000000000002,100000,50,101.47354077424313
duckdb,1.028557,90000,51,102.03938492063489
xsb,1.1696154,20000,52,113.71420349091011
duckdb,1.2273992,100000,53,104.94041032633461
souffle,1.2828579999999998,20000,54,104.51839955574354
souffle,2.2877520000000002,30000,55,178.33244209413672
xsb,2.3285028,30000,56,101.78125950714936
souffle,3.4511600000000002,40000,57,148.21369336553946
neo4j,3.7858233999999995,10000,58,109.69712792220585
xsb,3.9547263999999998,40000,59,104.46146008818056
souffle,4.759838,50000,60,120.35821239112776
xsb,5.8050168,50000,61,121.95828513491425
souffle,6.118422,60000,62,105.39886809629905
souffle,7.59461,70000,63,124.12693992012973
xsb,8.135305,60000,64,107.11945708864576
souffle,9.167995999999999,80000,65,112.69394325105202
neo4j,9.491123400000001,20000,66,103.52451506305198
souffle,10.886940000000001,90000,67,114.7065478044464
xsb,11.136376,70000,68,102.29114884439521
souffle,12.6399,100000,69,113.50101684785068
xsb,13.7002634,80000,70,108.38901731817498
neo4j,16.3159576,30000,71,119.09229132047199
xsb,17.3112944,90000,72,106.10038849328708
xsb,20.7505398,100000,73,119.86706089407156
neo4j,24.3267448,40000,74,117.2342745512577
neo4j,32.865652,50000,75,135.1009034303677
neo4j,42.0357374,60000,76,127.90172974508465
neo4j,51.46005240000001,70000,77,122.41976847062521
neo4j,61.533938,80000,78,119.57612775380693
neo4j,72.2201374,90000,79,117.36635058201541
neo4j,83.49475120000001,100000,80,115.61145437532774
