environment,real_time,size,position,factor
xsb,0.0002025365829467775,50,1,
xsb,0.0008795261383056641,100,2,434.2554443790461
neo4j,0.0014701985001011053,150,3,167.15802249303516
neo4j,0.001648576499974297,400,4,112.13291945685732
neo4j,0.0017019485001128487,250,5,103.2374597199089
neo4j,0.0017366849999689293,300,6,102.04098419275186
neo4j,0.001812178999898606,200,7,104.34701744594024
xsb,0.00182545185089111,150,8,100.73242494219647
neo4j,0.0018747630001598736,100,9,102.7013119652919
neo4j,0.002036378499951752,50,10,108.62058296318502
xsb,0.003072023391723635,200,11,150.8571904386351
xsb,0.00423240661621094,250,12,137.77260380287154
postgres,0.0051029029999654085,50,13,120.56740910526645
xsb,0.006665945053100585,300,14,130.63044806349978
postgres,0.00766559550004331,100,15,114.99637994282219
xsb,0.008814454078674316,350,16,114.98720586840925
postgres,0.011888033499985795,150,17,134.8697649778186
xsb,0.012419462203979499,400,18,104.47028269220758
duckdb,0.016412776499919346,50,19,132.15368129757093
neo4j,0.019439265499840985,350,20,118.43983557526974
duckdb,0.02119809750024615,100,21,109.04783156760503
postgres,0.02159348499992575,200,22,101.86520276017698
duckdb,0.025571009000259437,150,23,118.42001881746909
postgres,0.02762367900004392,250,24,108.02733282743617
duckdb,0.032129261000136466,200,25,116.31057905098514
mariadb,0.03219148500011215,50,26,100.19366769741582
duckdb,0.033315444499976365,250,27,103.49148074361993
postgres,0.04108187349993386,300,28,123.31179762576186
duckdb,0.043595036999931835,300,29,106.11745104565891
duckdb,0.044123499500074104,350,30,101.21220794042014
postgres,0.048505758500027696,350,31,109.93180289325473
duckdb,0.0507878135001647,400,32,104.70470944214945
mariadb,0.059954628500008766,100,33,118.0492412807146
postgres,0.06951599849980994,400,34,115.94767616615249
mariadb,0.10023606649974681,150,35,144.19136409300208
mariadb,0.1619132515002093,200,36,161.53192873008268
mariadb,0.21214113549990543,250,37,131.02147818928287
cockroachdb,0.24897622749995207,100,38,117.36348394348208
cockroachdb,0.2517464855000071,150,39,101.11265964139311
cockroachdb,0.26758337800015397,200,40,106.29080976788707
mariadb,0.27044162349989165,300,41,101.06817004893931
cockroachdb,0.27575646350010175,250,42,101.96524482120344
mariadb,0.28826502900005835,350,43,104.53609149942989
cockroachdb,0.30446013899995705,50,44,105.61813205579489
cockroachdb,0.32356802599997536,350,45,106.27598971175041
mariadb,0.33778006050010845,400,46,104.39228643071617
cockroachdb,0.3771814919998633,300,47,111.66481865194118
cockroachdb,0.4101701669999329,400,48,108.74610120055456
