DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.040000200271606445,0.03,1.4199998378753662,1.45,0.0,0.0,0.00113838,0.000511,0.00940679,0.009407,0.00223933,0.002237
0.039999961853027344,0.03,1.4300000667572021,1.45,0.0,0.0,0.000399,0.000398,0.00727192,0.007271,0.00181546,0.001814
0.040000200271606445,0.03,1.4099998474121094,1.43,0.0,0.0,0.000531209,0.000511,0.00944038,0.009437,0.00221354,0.002212
0.039999961853027344,0.03,1.4100000858306885,1.44,0.0,0.0,0.00049975,0.000499,0.00970792,0.009706,0.00220171,0.002197
0.040000200271606445,0.03,1.429999828338623,1.46,0.0,0.0,0.000514084,0.000514,0.00948696,0.009485,0.002214,0.002213
0.039999961853027344,0.03,1.4200000762939453,1.44,0.0,0.0,0.000512208,0.000511,0.00927917,0.009276,0.002263,0.002256
0.040000200271606445,0.03,1.4099998474121094,1.44,0.0,0.0,0.000457334,0.000457,0.00916208,0.00916,0.00220467,0.002204
0.039999961853027344,0.03,1.440000057220459,1.46,0.0,0.0,0.000465333,0.000465,0.00914533,0.009143,0.00226158,0.002261
0.039999961853027344,0.03,1.429999828338623,1.45,0.0,0.0,0.00051,0.000509,0.00932938,0.009326,0.0022475,0.002247
0.039999961853027344,0.039999999999999994,1.4200000762939453,1.43,0.000111333,0.00011,0.000595292,0.000579,0.00978808,0.009785,0.00230429,0.002266
Average,0.04000005722045898,0.031,1.421999955177307,1.4449999999999998,1.11333e-05,1.1e-05,0.0005622590000000001,0.0004953999999999999,0.009201801,0.009199599999999999,0.002196508,0.0021907
