LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.00153303146362305,0.000706,0.00104093551635742,0.000557,0.00137901306152344,0.00128,0.011839151382446261,0.011364
0.00106000900268555,0.000609,0.000834941864013672,0.000557999999999999,0.00142288208007812,0.001307,0.01216506958007808,0.011651000000000002
0.00178790092468262,0.000720000000000002,0.000806093215942383,0.000598999999999999,0.00166010856628418,0.00146,0.01154184341430662,0.011141
0.0010981559753418,0.000618,0.000854969024658203,0.000606000000000001,0.00151586532592773,0.001361,0.011856079101562469,0.011368000000000001
0.00105905532836914,0.000621999999999999,0.000802040100097656,0.000570000000000001,0.00135993957519531,0.00126,0.011931180953979489,0.011406999999999999
0.00103616714477539,0.000611,0.000804901123046875,0.000557999999999999,0.00136399269104004,0.001263,0.011966943740844761,0.011467999999999999
0.00107908248901367,0.000616999999999999,0.00079798698425293,0.000567,0.00139307975769043,0.001302,0.01196289062499997,0.011371000000000001
0.00103187561035156,0.000599000000000001,0.000803947448730469,0.000555,0.00141596794128418,0.001314,0.01194095611572262,0.011494
0.001068115234375,0.000621,0.000807046890258789,0.000574000000000002,0.00150203704833984,0.001395,0.01248288154602056,0.01187
0.00107097625732422,0.000633,0.000839948654174805,0.000591,0.00151896476745605,0.001355,0.01191091537475585,0.011422999999999999
Average,0.0011824369430542,0.0006356,0.0008392810821533202,0.0005735000000000001,0.001453185081481932,0.0013297,0.01195979118347167,0.011455700000000003
