DatalogToCPPRealTime,DatalogToCPPCPUTime,DatalogToCPPMaxRAM_MB,CompileRealTime,CompileCPUTime,CompileMaxRAM_MB,InstanceLoadingRealTime,InstanceLoadingCPUTime,InstanceLoadingMaxRAM_MB,LoadingFactRealTime,LoadingFactCPUTime,LoadingFactMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WritingResultRealTime,WritingResultCPUTime,WritingResultMaxRAM_MB
0.010065374954137951,0.00022899999999026477,0.125,1.533811750006862,0.44871599999999034,254.15625,0.00011225,0.000112,0.0,0.00135004,0.001349,0.0,0.00286563,0.002865,0.6875,0.000449708,0.000449,0.0
0.008919875021092594,0.00021500000002561137,0.125,1.454940500028897,0.41485099999999875,253.8125,0.000100917,0.0001,0.0,0.00130387,0.001304,0.0,0.00263917,0.002639,0.6875,0.00126767,0.000443,0.0
0.008377499994821846,0.00020700000004580943,0.125,1.6299612919683568,0.4951930000000857,254.09375,0.0001005,0.0001,0.0,0.00130021,0.001299,0.0,0.00283425,0.002834,2.046875,0.000365166,0.000364,0.0
0.009205000009387732,0.0001310000000103173,0.125,1.5093733340036124,0.44943899999998393,254.53125,0.0,0.0,0.0,0.00128713,0.001286,0.0,0.00289521,0.002895,2.078125,0.000386125,0.000385,0.0
0.007898958981968462,0.00012000000003808964,0.125,1.506288584030699,0.11393299999997453,123.890625,0.0,0.0,0.0,0.00108308,0.001083,0.0,0.00230729,0.002307,0.125,0.00047,0.000403,0.0
Average,0.008893341792281717,0.00018040000002201851,0.125,1.5268750920076855,0.38442640000000666,228.096875,6.27334e-05,6.24e-05,0.0,0.0012648660000000001,0.0012641999999999998,0.0,0.0027083100000000002,0.002708,1.125,0.0005877338000000001,0.00040879999999999996,0.0
0.015821375011000782,0.004524000000003525,4.765625,1.6028280410100706,0.4347319999999968,253.96875,0.000118791,0.000118,0.0,0.00154433,0.001543,0.0,0.00324567,0.003246,0.375,0.000654917,0.000476,0.0
0.009862917009741068,0.0001630000000432119,0.125,1.4330880829948,0.09609699999998611,124.140625,0.000120667,0.000119,0.0,0.00153875,0.001538,0.0,0.00316771,0.003167,0.203125,0.000379959,0.00038,0.0
0.009090417006518692,0.0003350000000068576,0.234375,1.4430055000120774,0.38462499999997135,253.921875,0.0,0.0,0.0,0.000916167,0.000916,0.0,0.00203754,0.002036,0.140625,0.000283333,0.000284,0.0
0.008882166992407292,0.00011999999998124622,0.125,1.5757183749810793,0.42496899999997595,253.71875,0.0001045,0.000103,0.0,0.00138654,0.001386,0.0,0.00300229,0.003003,1.34375,0.000352708,0.000352,0.0
0.010638249979820102,0.00015100000001666558,0.125,1.4840520420111716,0.3843650000000025,253.84375,0.0,0.0,0.0,0.00103075,0.001029,0.0,0.002074,0.002073,0.609375,0.000334709,0.000334,0.0
Average,0.009876183496089652,0.0006195000000161599,0.6,1.5173067501047626,0.3646919999999966,228.0078125,6.57625e-05,6.52e-05,0.0,0.0012740867,0.0012733,0.0,0.0027068760000000004,0.0027064999999999997,0.8296875,0.0004944295000000001,0.000387,0.0
