environment,real_time,size,position,factor
neo4j,0.001846627500071918,50,1,
neo4j,0.001880440499917313,200,2,101.83106770824534
neo4j,0.001986996500136229,250,3,105.66654463268588
neo4j,0.0022155720000682777,350,4,111.50356832115094
neo4j,0.002373390499769812,300,5,107.12314922271406
xsb,0.003087520599365235,50,6,130.08902663361482
neo4j,0.003416996499936431,400,7,110.67121303219591
neo4j,0.004845128499937346,100,8,141.79495062483917
xsb,0.012948989868164049,100,9,267.2579244973894
neo4j,0.01693201000011868,150,10,130.75931151778218
postgres,0.018296199500014154,50,11,108.0568668450226
duckdb,0.04829444150004747,50,12,263.9588702561431
xsb,0.05832457542419435,200,13,120.7687129462653
xsb,0.0679779052734375,150,14,116.55105035747715
postgres,0.07105923199992503,100,15,104.53283565313328
xsb,0.1032124757766725,300,16,145.24851011165077
duckdb,0.1074926475000666,100,17,104.14695189819435
xsb,0.109755516052246,250,18,102.1051379836728
duckdb,0.13689113450027435,150,19,124.72369446571707
xsb,0.14494097232818598,350,20,105.88046688143673
mariadb,0.18492960150001636,50,21,127.58959632289839
postgres,0.19453354050006055,150,22,105.19329459542655
xsb,0.20004510879516602,400,23,102.83322263139694
duckdb,0.23239928549992328,200,24,116.17344053029859
duckdb,0.304431390000218,250,25,130.99497674674154
postgres,0.3478185230001145,200,26,114.25185917912914
mariadb,0.41299431200013714,100,27,118.73844683079204
cockroachdb,0.41586853349986086,50,28,100.69594699399221
duckdb,0.41724181599988697,300,29,100.33022034354676
duckdb,0.49943852449996484,350,30,119.70001695613848
postgres,0.5449591469999859,250,31,109.11435947909627
cockroachdb,0.6501546535000671,100,32,119.30337477206963
duckdb,0.6523221690001719,400,33,100.3333846014077
postgres,0.7597233454999923,300,34,116.46443760518463
mariadb,0.8046977804999642,150,35,105.91984375185591
mariadb,0.9660475865000535,200,36,120.05098186052427
cockroachdb,0.9678490445000989,150,37,100.18647714928537
postgres,1.053117595499998,350,38,108.81010850653274
postgres,1.2633463925000115,400,39,119.96251870620405
mariadb,1.4046830325000883,250,40,111.18748118798902
cockroachdb,1.7265583509999942,200,41,122.91444482866889
cockroachdb,1.9165707450001719,250,42,111.0052691755321
cockroachdb,2.598609386499902,300,43,135.58640573425163
cockroachdb,3.010982184500108,350,44,115.86897977597302
mariadb,4.114588028000071,300,45,136.65268593022867
mariadb,5.380675247000227,350,46,130.7706922390368
cockroachdb,6.334917456499852,400,47,117.73461816026945
mariadb,9.42820277650003,400,48,148.82913378494547
