environment,real_time,size,position,factor
duckdb,0.6709996333927848,10000,1,
duckdb,3.0062470916018356,20000,2,448.02514666085676
duckdb,5.710823267203523,30000,3,189.96519890720603
postgres,8.956431449798401,10000,4,156.83257966034358
duckdb,11.230903291597496,40000,5,125.3948445265027
duckdb,22.16587261640234,50000,6,197.36500298231525
duckdb,25.76539090820588,60000,7,116.23901009491485
postgres,36.387922625200005,20000,8,141.22790822323992
neo4j,90.38038659159793,10000,9,248.38017691344137
postgres,90.81212973319634,30000,10,100.47769561282067
duckdb,122.99734959999914,70000,11,135.4415428438493
cockroachdb,166.39622038340895,10000,12,135.28439509025822
postgres,172.39118717520324,40000,13,103.6028263009705
duckdb,182.98581296660123,80000,14,106.14568874720408
mariadb,201.358339075197,10000,15,110.04041013384416
neo4j,357.97773687519947,20000,16,177.78143111396702
postgres,439.1967607586004,50000,17,122.68828910768718
postgres,1095.0468196332076,60000,18,249.32943898351922
