environment,cpu_time,size,position,factor
postgres,0.0002357999999999971,10000,1,
mariadb,0.0004462000000000188,10000,2,189.22815945717738
postgres,0.0010361999999999982,20000,3,232.22770058268813
postgres,0.0010377999999999776,30000,4,100.15441034549117
cockroachdb,0.0016366000000000325,10000,5,157.69897860860164
postgres,0.003999399999999998,40000,6,244.37247953072944
postgres,0.004986399999999969,60000,7,124.6787018052701
postgres,0.0050612000000000105,50000,8,101.50008021819433
duckdb,0.8420152,10000,9,16636.671145182925
duckdb,3.3685132,20000,10,400.05372824623595
duckdb,6.224467,30000,11,184.78380907042308
duckdb,12.548048,40000,12,201.5923291102676
duckdb,23.9486472,50000,13,190.85555936668396
duckdb,29.5270466,60000,14,123.29317123181805
neo4j,53.9139906,10000,15,182.59188374092247
duckdb,114.08028180000001,70000,16,211.59680544960443
duckdb,146.7040708,80000,17,128.597219857148
neo4j,207.5016888,20000,18,141.44235239585458
