environment,cpu_time,size,position,factor
mariadb,0.00011674999999997104,50,1,
mariadb,0.0001187500000000008,250,2,101.71306209852698
mariadb,0.00012405000000001443,150,3,104.46315789474829
mariadb,0.00012725000000002318,400,4,102.57960499799144
mariadb,0.00012989999999998836,300,5,102.08251473474633
mariadb,0.00013404999999996892,100,6,103.1947652039884
mariadb,0.00013420000000002874,200,7,100.11189854536357
postgres,0.00013885000000002368,300,8,103.464977645301
cockroachdb,0.00014144999999998742,50,9,101.87252430677947
postgres,0.00014785000000000492,50,10,104.52456698481305
postgres,0.00014905000000001167,150,11,100.81163341224668
cockroachdb,0.00015244999999999842,250,12,102.28111372021904
postgres,0.00015470000000003536,250,13,101.4758937356753
postgres,0.0001552999999999971,100,14,100.38784744664615
postgres,0.00016385000000002092,350,15,105.5054732775428
cockroachdb,0.00016559999999998798,350,16,101.06805004575332
postgres,0.00017179999999999973,400,17,103.74396135266437
mariadb,0.00017965000000000342,350,18,104.56926658905921
cockroachdb,0.00017995000000001204,100,19,100.16699137211724
cockroachdb,0.00018480000000001273,300,20,102.69519310919719
cockroachdb,0.00019259999999998723,200,21,104.22077922076514
postgres,0.00020120000000001248,200,22,104.46521287644124
cockroachdb,0.0002119500000000163,400,23,105.34294234592603
cockroachdb,0.00021625000000008443,150,24,102.02878037276142
xsb,0.0003955,50,25,182.89017341033323
neo4j,0.0006410500000000319,200,26,162.08596713022297
neo4j,0.0007528500000000271,300,27,117.44013727478195
neo4j,0.0007555499999999382,350,28,100.35863717870903
neo4j,0.0008008999999997712,50,29,106.00225001652264
neo4j,0.0008584499999998441,100,30,107.18566612561983
neo4j,0.0008756500000000056,400,31,102.00361115966739
neo4j,0.0009761000000000353,150,32,111.47147833038646
neo4j,0.0010191500000000797,250,33,104.41040876959767
xsb,0.0019095000000000002,100,34,187.3620173673994
xsb,0.0023940000000000003,150,35,125.37313432835822
xsb,0.004359500000000005,200,36,182.10108604845465
xsb,0.007619000000000001,250,37,174.7677485950222
xsb,0.0086965,350,38,114.1422758892243
xsb,0.011106999999999999,300,39,127.71804749036968
xsb,0.012598999999999999,400,40,113.43297019897362
duckdb,0.0627286,50,41,497.88554647194223
duckdb,0.13271350000000004,100,42,211.56776972545228
duckdb,0.23641064999999997,150,43,178.1360976841089
duckdb,0.35605849999999994,200,44,150.61017767177577
duckdb,0.46136475,250,45,129.57554727664134
duckdb,0.5518780000000001,300,46,119.61858811276763
duckdb,0.60350845,400,47,109.35541007251601
duckdb,0.60374185,350,48,100.03867385783911
