LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.009999990463256836,0.0,0.16000008583068848,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.0,0.0,0.1700000762939453,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.009999990463256836,0.0,0.16000008583068848,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.0,0.0,0.1700000762939453,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.009999990463256836,0.0,0.16000008583068848,0.17,0.009999990463256836,0.0,0.029999971389770508,0.04999999999999999
0.0,0.0,0.0,0.0,0.1700000762939453,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.0,0.0,0.16000008583068848,0.17,0.009999990463256836,0.0,0.029999971389770508,0.04999999999999999
0.0,0.0,0.0,0.0,0.1700000762939453,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.0,0.0,0.1699998378753662,0.17,0.0,0.0,0.04999995231628418,0.04999999999999999
0.0,0.0,0.009999990463256836,0.0,0.15999984741210938,0.17,0.009999990463256836,0.0,0.029999971389770508,0.04999999999999999
Average,0.0,0.0,0.0039999961853027345,0.0,0.16500003337860109,0.16999999999999998,0.0029999971389770507,0.0,0.04399995803833008,0.04999999999999999
