LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.009999990463256836,0.0,0.009999990463256836,0.02,0.009999990463256836,0.0,0.019999980926513672,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.039999961853027344,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.029999971389770508,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.040000200271606445,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.039999961853027344,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.039999961853027344,0.04
0.0,0.0,0.0,0.0,0.020000219345092773,0.02,0.0,0.0,0.039999961853027344,0.04
0.0,0.0,0.009999990463256836,0.0,0.009999990463256836,0.02,0.009999990463256836,0.0,0.019999980926513672,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.039999961853027344,0.04
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.039999961853027344,0.04
Average,0.0,0.0,0.0019999980926513673,0.0,0.018000006675720215,0.019999999999999997,0.0019999980926513673,0.0,0.03499999046325684,0.039999999999999994
