DatalogToCPPRealTime,DatalogToCPPCPUTime,DatalogToCPPMaxRAM_MB,CompileRealTime,CompileCPUTime,CompileMaxRAM_MB,InstanceLoadingRealTime,InstanceLoadingCPUTime,InstanceLoadingMaxRAM_MB,LoadingFactRealTime,LoadingFactCPUTime,LoadingFactMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WritingResultRealTime,WritingResultCPUTime,WritingResultMaxRAM_MB
0.0084207080071792,0.00016100000004826143,0.734375,1.4907220000168309,0.4375079999999798,253.171875,0.000106625,0.000107,0.0,0.000591792,0.000357,0.0,0.000107916,0.000107,0.125,0.000252458,0.000252,0.0
0.009590416040737182,0.00044000000002597517,0.125,1.6478097919607535,0.499274000000014,254.953125,0.0,0.0,0.0,0.000273959,0.000274,0.0,0.0,0.0,0.125,0.000208833,0.000209,0.0
0.008274291991256177,0.00046700000007149356,0.71875,1.4971410839934833,0.11248199999999997,123.953125,0.0,0.0,0.0,0.000270917,0.000271,0.0,0.0,0.0,0.703125,0.000219875,0.00022,0.0
0.008452208014205098,0.0001720000000204891,0.125,1.4682761250296608,0.43948999999997795,253.28125,0.0,0.0,0.0,0.000208,0.000207,0.0,0.0,0.0,1.703125,0.000181958,0.000182,0.0
0.008063332992605865,0.0001449999999749707,0.125,1.580089541967027,0.4866220000000112,253.625,0.000109833,0.000109,0.0,0.000308042,0.000306,0.0,0.000106625,0.000105,0.125,0.000283709,0.000283,0.0
Average,0.008560191409196704,0.000277000000028238,0.365625,1.536807708593551,0.3950751999999966,227.796875,4.32916e-05,4.32e-05,0.0,0.00033054199999999997,0.000283,0.0,4.2908200000000004e-05,4.24e-05,0.55625,0.0002293666,0.00022920000000000001,0.0
0.010261417017318308,0.01027700000000209,0.71875,1.6409407089813612,0.5135409999999752,253.203125,0.000102083,0.000102,0.0,0.000517792,0.000368,0.0,0.0,0.0,0.125,0.000239209,0.000238,0.0
0.009742915979586542,0.00016199999998889325,0.15625,1.5794936249731109,0.4997280000000046,253.296875,0.0,0.0,0.0,0.000225375,0.000225,0.0,0.0,0.0,0.6875,0.000184875,0.000184,0.0
0.009582082973793149,0.00023299999998016574,0.125,1.6663806249853224,0.51493099999999,253.15625,0.0,0.0,0.0,0.000271166,0.000271,0.0,0.0,0.0,0.734375,0.00129804,0.000318,0.0
0.008259041991550475,0.00037299999999618194,0.1875,1.5500322500010952,0.4748170000000016,252.765625,0.0,0.0,0.0,0.000314584,0.000305,0.0,0.000116459,0.000115,0.375,0.00025675,0.000255,0.0
0.008185834041796625,0.00015700000000151704,0.125,1.7586502500344068,0.5528410000000008,253.296875,0.000104375,0.000103,0.0,0.000288083,0.000288,0.0,0.0,0.0,0.125,0.000233958,0.000233,0.0
Average,0.008883224905002863,0.0012587000000110038,0.3140625,1.587953600194305,0.4531233999999955,240.4703125,4.229159999999999e-05,4.21e-05,0.0,0.000326971,0.00028720000000000004,0.0,3.3100000000000005e-05,3.27e-05,0.4828125,0.0003359665,0.00023739999999999997,0.0
