environment,real_time,size,position,factor
clingo,0.0,800,1,
clingo,0.0,300,2,
clingo,0.0,500,3,
clingo,0.0,1000,4,
clingo,0.0,600,5,
clingo,0.0,400,6,
clingo,0.0,900,7,
xsb,0.0002271175384521486,100,8,inf
xsb,0.0004348278045654296,200,9,191.4549653579675
xsb,0.0006205081939697265,300,10,142.70205066344997
xsb,0.0008452415466308593,400,11,136.21762852532083
xsb,0.0010437011718749981,500,12,123.47963443529257
xsb,0.001226997375488282,600,13,117.56213450292425
xsb,0.0014140129089355463,700,14,115.24172236903453
xsb,0.0016467571258544918,800,15,116.45983678424498
xsb,0.0018641948699951159,900,16,113.20399594614155
clingo,0.0019999980926513673,100,17,107.28481903056665
clingo,0.0019999980926513673,200,18,100.0
clingo,0.0019999980926513673,700,19,100.0
xsb,0.0020304203033447285,1000,20,101.52111198531348
souffle,0.007272464000000001,100,21,358.1752993712686
souffle,0.01137348,200,22,156.391011354611
souffle,0.017348139999999998,300,23,152.53150311074532
souffle,0.021985420000000002,400,24,126.73070427146659
souffle,0.026901159999999997,500,25,122.35909070647726
souffle,0.030670120000000002,600,26,114.01039955154353
souffle,0.03406628,700,27,111.07318784536871
souffle,0.03647267999999999,800,28,107.06387665456867
souffle,0.04033022,900,29,110.57651919189928
souffle,0.04346876,1000,30,107.78210483354667
