environment,cpu_time,size,position,factor
clingo,0.0,800,1,
clingo,0.0,300,2,
clingo,0.0,100,3,
clingo,0.0,500,4,
clingo,0.0,700,5,
clingo,0.0,1000,6,
clingo,0.0,200,7,
clingo,0.0,600,8,
clingo,0.0,400,9,
clingo,0.0,900,10,
xsb,0.000218,100,11,inf
xsb,0.0004194000000000002,200,12,192.38532110091754
xsb,0.0005993999999999997,300,13,142.91845493562218
xsb,0.0008142000000000004,400,14,135.83583583583595
xsb,0.0010068,500,15,123.65512159174644
xsb,0.0011852,600,16,117.71950735001985
xsb,0.0013702000000000002,700,17,115.60917988525145
xsb,0.0015945999999999998,800,18,116.37717121588086
xsb,0.0018034000000000001,900,19,113.09419290104104
xsb,0.0019588,1000,20,108.61705667073305
souffle,0.0072331999999999995,100,21,369.26689810087805
souffle,0.0113456,200,22,156.85450423049275
souffle,0.017309400000000003,300,23,152.5648709631928
souffle,0.021942200000000002,400,24,126.76464811027532
souffle,0.026856,500,25,122.39429045401099
souffle,0.0306346,600,26,114.06985403634198
souffle,0.0340246,700,27,111.06591892827065
souffle,0.036439,800,28,107.09604227529492
souffle,0.040304,900,29,110.6067674744093
souffle,0.0434414,1000,30,107.78433902342199
