LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.009999990463256836,0.0,0.019999980926513672,0.02,0.0,0.0,0.009999990463256836,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.020000219345092773,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.009999990463256836,0.019999999999999997
0.0,0.0,0.009999990463256836,0.0,0.019999980926513672,0.02,0.0,0.0,0.009999990463256836,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
Average,0.0,0.0,0.0019999980926513673,0.0,0.019999980926513672,0.019999999999999997,0.0,0.0,0.01700000762939453,0.019999999999999993
