LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.009999990463256836,0.0,0.019999980926513672,0.02,0.0,0.0,0.009999990463256836,0.019999999999999997
0.0,0.0,0.010000228881835938,0.0,0.009999990463256836,0.02,0.009999990463256836,0.0,0.0,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.019999980926513672,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.0,0.0,0.020000219345092773,0.02,0.0,0.0,0.019999980926513672,0.019999999999999997
0.0,0.0,0.009999990463256836,0.0,0.019999980926513672,0.02,0.0,0.0,0.009999990463256836,0.019999999999999997
Average,0.0,0.0,0.003000020980834961,0.0,0.0190000057220459,0.019999999999999997,0.0009999990463256836,0.0,0.015999984741210938,0.019999999999999993
