environment,real_time,size,position,factor
clingo,0.0019999980926513673,100,1,
clingo,0.0039999961853027345,300,2,200.0
clingo,0.0039999961853027345,200,3,100.0
clingo,0.010000038146972656,400,4,250.00119209403232
clingo,0.014000034332275391,500,5,139.99980926586431
clingo,0.023999977111816406,600,6,171.42798754776874
clingo,0.029999971389770508,700,7,125.0
clingo,0.039999961853027344,800,8,133.33333333333331
clingo,0.048000001907348634,900,9,120.00011920940324
xsb,0.05318059921264652,100,10,110.79291062383219
clingo,0.056000041961669925,1000,11,105.30163779793014
souffle,0.3058288,100,12,546.1224479248233
xsb,0.4272964477539064,200,13,139.71753077339557
xsb,1.396392440795898,300,14,326.7971096263653
souffle,2.301412,200,15,164.81126170292575
xsb,3.333239364624022,400,16,144.8345348257514
xsb,6.512192440032957,500,17,195.37128083711775
souffle,7.780278,300,18,119.47248291023513
xsb,10.902641248703,600,19,140.13176969644272
xsb,17.38296117782592,700,20,159.43807359426626
souffle,18.855520000000002,400,21,108.4712771725712
xsb,26.236000967025763,800,22,139.14228282765876
souffle,35.39022,500,23,134.89182305062252
xsb,37.48281712532042,900,24,105.91292488523784
xsb,51.345472335815444,1000,25,136.98402701202122
souffle,63.78424,600,26,124.22563684453252
souffle,103.2422,700,27,161.86161346439184
souffle,154.4316,800,28,149.58185703133023
souffle,215.291,900,29,139.40864434481026
souffle,289.27320000000003,1000,30,134.3638145579704
