LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.029999971389770508,0.030000000000000002,0.08000016212463379,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.019999980926513672,0.030000000000000002,0.08999991416931152,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.07999992370605469,0.08,0.009999990463256836,0.0,0.0,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.08000016212463379,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.07999992370605469,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.07999992370605469,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.08000016212463379,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.07999992370605469,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.029999971389770508,0.030000000000000002,0.07999992370605469,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
0.0,0.0,0.019999980926513672,0.030000000000000002,0.09000015258789062,0.08,0.0,0.0,0.019999980926513672,0.01999999999999999
Average,0.0,0.0,0.02799997329711914,0.030000000000000006,0.0820000171661377,0.07999999999999999,0.0009999990463256836,0.0,0.017999982833862303,0.01999999999999999
