LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.1700000762939453,0.17,0.8899998664855957,0.8900000000000001,0.009999990463256836,0.010000000000000009,0.10000014305114746,0.10999999999999986
0.0,0.0,0.1699998378753662,0.17,0.8900001049041748,0.8900000000000001,0.009999990463256836,0.010000000000000009,0.08999991416931152,0.07999999999999985
0.0,0.0,0.1699998378753662,0.17,0.880000114440918,0.8900000000000001,0.009999990463256836,0.0,0.08999991416931152,0.09999999999999987
0.0,0.0,0.1700000762939453,0.17,0.9300000667572021,0.9200000000000002,0.0,0.010000000000000009,0.09999990463256836,0.09999999999999985
0.0,0.0,0.1700000762939453,0.17,0.9100000858306885,0.9000000000000001,0.0,0.010000000000000009,0.1099998950958252,0.09999999999999985
0.0,0.0,0.1700000762939453,0.17,0.9100000858306885,0.9100000000000001,0.0,0.0,0.09999990463256836,0.09999999999999987
0.0,0.0,0.1700000762939453,0.17,0.9100000858306885,0.9000000000000001,0.0,0.010000000000000009,0.1099998950958252,0.08999999999999986
0.0,0.0,0.18000006675720215,0.17,0.9000000953674316,0.9000000000000001,0.0,0.010000000000000009,0.1099998950958252,0.09999999999999985
0.0,0.0,0.1700000762939453,0.17,0.9100000858306885,0.9000000000000001,0.0,0.010000000000000009,0.1099998950958252,0.09999999999999985
0.0,0.0,0.1700000762939453,0.17,0.9100000858306885,0.9100000000000001,0.0,0.0,0.1099998950958252,0.11999999999999987
Average,0.0,0.0,0.17100002765655517,0.16999999999999998,0.9040000677108765,0.9010000000000001,0.0029999971389770507,0.007000000000000006,0.10299992561340332,0.09999999999999987
