environment,real_time,size,position,factor
xsb,0.0006719827651977535,50,1,
xsb,0.002374053001403805,100,2,353.2907574951212
neo4j,0.00248122250002325,300,3,104.5141999170227
neo4j,0.002883414000052653,350,4,116.20940887105587
neo4j,0.002954478999981802,400,5,102.46461312624034
neo4j,0.003185881000035806,200,6,107.83224385942256
neo4j,0.003909481500045331,150,7,122.71272844156427
neo4j,0.004439347500010626,100,8,113.55335739430284
xsb,0.00586104393005371,150,9,132.0248962271974
postgres,0.007672522999996545,50,10,130.90710616677183
xsb,0.009946465492248535,200,11,129.63748029498268
xsb,0.0139150619506836,250,12,139.8995649412132
postgres,0.017879442499975085,100,13,128.4898519556841
xsb,0.0214190483093262,300,14,119.79707034688609
neo4j,0.03036751449997155,250,15,141.7780755774711
postgres,0.03308033800010435,150,16,108.93330766380416
xsb,0.04279851913452145,350,17,129.37751462632107
duckdb,0.04383054949971665,50,18,102.41136933254955
postgres,0.05106961249998676,200,19,116.51602154866187
xsb,0.05317938327789305,400,20,104.13116660696582
mariadb,0.0595123914999931,50,21,111.90876582567049
duckdb,0.08091678000005231,100,22,135.96627183107185
postgres,0.08879334249991189,250,23,109.7341521744371
postgres,0.12402963350007212,300,24,139.68348302711456
mariadb,0.15045004849980614,100,25,121.30169561431354
duckdb,0.18377254150004774,200,26,122.14854254452734
postgres,0.20102572200005397,350,27,109.3883342740851
duckdb,0.2048984704999839,150,28,101.92649401350184
neo4j,0.20758510500002103,50,29,101.31120280863071
postgres,0.2246699355000601,400,30,108.23027764927417
duckdb,0.2262251650001872,250,31,100.69222857818762
cockroachdb,0.25074906550025844,50,32,110.84048297635276
mariadb,0.2813267755000197,150,33,112.19454594526886
duckdb,0.28232187100002193,300,34,100.35371517632248
cockroachdb,0.309952723500146,100,35,109.78700389107365
duckdb,0.3465056175000427,350,36,111.79305462688716
mariadb,0.3521818935000738,200,37,101.6381483339243
duckdb,0.3785440164999727,400,38,107.48537147605899
mariadb,0.401974129500104,250,39,106.18953463239671
cockroachdb,0.43591684550005994,150,40,108.44400510106638
mariadb,0.484609504500213,300,41,111.17017144503684
cockroachdb,0.6100931364999269,250,42,125.89376205675693
mariadb,0.6809160215000247,350,43,111.60853659269223
mariadb,0.8111488800000188,400,44,119.12612633391963
cockroachdb,0.816396408500168,200,45,100.64692544482699
cockroachdb,1.0104644144998929,300,46,123.77129590222651
cockroachdb,1.049730770999986,350,47,103.88597123625843
cockroachdb,1.2559634745000494,400,48,119.64624732335929
