environment,cpu_time,size,position,factor
xsb,4.34999999999984e-05,50,1,
xsb,6.400000000000156e-05,100,2,147.1264367816182
xsb,9.65000000000011e-05,250,3,150.78124999999804
mariadb,0.00010509999999999686,200,4,108.91191709844111
mariadb,0.00010999999999999899,400,5,104.6622264510012
postgres,0.00011229999999998186,100,6,102.09090909089353
mariadb,0.00011425000000001018,150,7,101.73642030278596
postgres,0.00011625000000001218,50,8,101.75054704595345
mariadb,0.00012824999999999642,50,9,110.32258064514666
mariadb,0.00012844999999997442,300,10,100.15594541908617
mariadb,0.00012865000000000792,250,11,100.1557026080448
postgres,0.00013374999999998805,300,12,103.96424407305076
postgres,0.0001376999999999906,150,13,102.95327102803957
mariadb,0.0001391499999999768,350,14,101.05301379810187
postgres,0.0001471499999999848,350,15,105.74919151994922
postgres,0.0001477000000000006,400,16,100.37376826368731
mariadb,0.00014944999999999542,100,17,101.18483412321923
postgres,0.00015434999999999754,250,18,103.27868852459167
cockroachdb,0.00016535000000000855,150,19,107.12666018789191
postgres,0.00016940000000001398,200,20,102.44934986392818
cockroachdb,0.00017469999999999986,100,21,103.12868949231726
cockroachdb,0.00018180000000000973,200,22,104.06410990269599
cockroachdb,0.0001843500000000553,300,23,101.40264026405139
xsb,0.0001845000000000005,150,24,100.08136696498244
cockroachdb,0.00019039999999997947,250,25,103.19783197830839
xsb,0.000199999999999999,200,26,105.04201680673349
cockroachdb,0.00020184999999997566,350,27,100.92499999998834
cockroachdb,0.00020399999999998197,50,28,101.06514738667653
cockroachdb,0.00021074999999998179,400,29,103.30882352941198
xsb,0.000377000000000002,400,30,178.88493475683728
xsb,0.0004189999999999995,300,31,111.14058355437592
xsb,0.00043150000000000154,350,32,102.98329355608642
neo4j,0.0006067499999997672,250,33,140.61413673227463
neo4j,0.0006884000000001445,300,34,113.45694272771465
neo4j,0.000704549999999915,100,35,102.34601975592201
neo4j,0.0007665000000000033,200,36,108.79284649777811
neo4j,0.0007980999999999128,50,37,104.12263535550024
neo4j,0.0008735999999998079,150,38,109.45996742261663
neo4j,0.0009459499999999732,350,39,108.2818223443431
neo4j,0.0009652500000001396,400,40,102.04027697025921
duckdb,0.011483500000000008,100,41,1189.6917896916184
duckdb,0.012349050000000028,50,42,107.53733617799467
duckdb,0.013429200000000002,200,43,108.74682667897508
duckdb,0.013627750000000022,250,44,101.47849462365606
duckdb,0.014925399999999978,350,45,109.5221148025166
duckdb,0.01589589999999999,300,46,106.50233829579116
duckdb,0.016363550000000004,400,47,102.94195358551586
duckdb,0.01679314999999998,150,48,102.62534718933223
