environment,cpu_time,size,position,factor
clingo,0.0,100,1,
clingo,0.0,200,2,
clingo,0.0020000000000000018,300,3,inf
clingo,0.0040000000000000036,400,4,200.0
clingo,0.008000000000000096,500,5,200.00000000000222
xsb,0.0081698,100,6,102.12249999999878
clingo,0.012000000000000278,600,7,146.88242062229526
clingo,0.014000000000000058,700,8,116.66666666666445
clingo,0.019999999999999574,800,9,142.85714285713922
clingo,0.024000000000000198,900,10,120.00000000000355
clingo,0.038000000000000346,1000,11,158.33333333333346
xsb,0.06541759999999999,200,12,172.15157894736683
souffle,0.07268300000000001,100,13,111.10618549136626
xsb,0.21946680000000002,300,14,301.950662465776
souffle,0.45013900000000007,200,15,205.10573808885903
xsb,0.5156459999999999,400,16,114.55261596973376
xsb,1.0029584,500,17,194.50522257517758
souffle,1.492988,300,18,148.85841725838281
xsb,1.7041092,600,19,114.14085042880453
xsb,2.6984041999999997,700,20,158.34690640717156
souffle,3.5092559999999997,400,21,130.0493084023513
xsb,4.031386599999999,800,22,114.87866943876422
xsb,5.747338999999999,900,23,142.5648187648389
souffle,6.8185720000000005,500,24,118.63876482664415
xsb,7.870228,1000,25,115.42340536992202
souffle,11.748740000000002,600,26,149.28080863731014
souffle,18.58492,700,27,158.1864948922182
souffle,27.73096,800,28,149.21215695305656
souffle,39.44554,900,29,142.24368720015462
souffle,54.082040000000006,1000,30,137.10558912363732
