environment,real_time,size,position,factor
clingo,0.0,100,1,
clingo,0.0019999980926513673,200,2,inf
clingo,0.005999994277954101,300,3,300.0
clingo,0.005999994277954101,400,4,100.0
clingo,0.007999992370605469,500,5,133.33333333333334
xsb,0.008215379714965823,100,6,102.69234437212408
clingo,0.012000036239624024,600,7,146.06794397785114
clingo,0.015999984741210938,700,8,133.3328035158687
clingo,0.023999977111816406,800,9,150.0
clingo,0.023999977111816406,900,10,100.0
clingo,0.033999967575073245,1000,11,141.66666666666669
xsb,0.06565814018249509,200,12,193.11236117363754
souffle,0.07269972,100,13,110.72461053257527
xsb,0.22367720603942862,300,14,307.67272011422966
souffle,0.4508222,200,15,201.5503537363264
xsb,0.520112657546997,400,16,115.36979712778053
xsb,1.0055322170257561,500,17,193.32969548715454
souffle,1.4954579999999997,300,18,148.7230319107413
xsb,1.707639455795288,600,19,114.1883928398717
xsb,2.7093957424163824,700,20,158.66321975762457
souffle,3.515496,400,21,129.75203086665718
xsb,4.047742986679077,800,22,115.14002538131393
xsb,5.763561534881594,900,23,142.38951321388714
souffle,6.830858000000001,500,24,118.51800243059839
xsb,7.898358249664307,1000,25,115.62761588169899
souffle,11.76972,600,26,149.01476519503572
souffle,18.618299999999998,700,27,158.1881302189007
souffle,27.74758,800,28,149.03390749961062
souffle,39.48806,900,29,142.31172592348594
souffle,54.18076,1000,30,137.2079560251884
