LoadRulesRealTime,LoadRulesCPUTime,LoadRulesMaxRAM_MB,LoadFactsRealTime,LoadFactsCPUTime,LoadFactsMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WriteRealTime,WriteCPUTime,WriteMaxRAM_MB
0.00102400779724121,0.000586999999999999,0.0,0.00032806396484375,0.000163,0.0,7.20024108886719e-05,6.70000000000011e-05,13.90625,0.0006771087646484372,0.00047099999999999887,0.0
0.00105190277099609,0.000605000000000001,0.0,0.000333070755004883,0.000165999999999999,0.0,7.20024108886719e-05,6.60000000000001e-05,11.640625,0.0006368160247802731,0.00046099999999999993,0.03125
0.00103497505187988,0.000611999999999998,0.0,0.000320911407470703,0.000161999999999999,0.0,7.39097595214844e-05,6.70000000000011e-05,11.609375,0.0006802082061767576,0.0004669999999999989,0.046875
0.00108194351196289,0.00063,0.0,0.000322103500366211,0.00016,0.0,6.98566436767578e-05,6.39999999999981e-05,11.484375,0.0006651878356933592,0.00048100000000000193,0.859375
0.00111484527587891,0.000647000000000002,0.0,0.000339031219482422,0.00017,0.0,7.79628753662109e-05,6.89999999999996e-05,13.890625,0.0006439685821533201,0.0004670000000000004,0.0
Average,0.001061534881591796,0.0006161999999999999,0.0,0.00032863616943359377,0.0001641999999999996,0.0,7.314682006835938e-05,6.66e-05,12.50625,0.0006606578826904295,0.0004694,0.1875
0.00107002258300781,0.000621,0.0,0.000326871871948242,0.000163,0.0,7.29560852050781e-05,6.70000000000011e-05,13.828125,0.0009171962738037109,0.00047799999999999893,0.0
0.00107002258300781,0.000617000000000001,0.0,0.000325918197631836,0.000161999999999999,0.0,7.39097595214844e-05,6.79999999999986e-05,13.875,0.0006670951843261717,0.00045500000000000043,0.0
0.00110292434692383,0.000631,0.0,0.000369071960449219,0.000178999999999999,0.0,8.48770141601562e-05,7.00000000000006e-05,14.015625,0.0006940364837646489,0.00047000000000000037,0.0
0.00105500221252441,0.000595999999999999,0.0,0.000321149826049805,0.000156999999999997,0.0,6.98566436767578e-05,6.50000000000026e-05,11.640625,0.0006642341613769532,0.00045399999999999743,0.21875
0.0010688304901123,0.000615999999999998,0.0,0.000365018844604492,0.000179000000000002,0.0,7.91549682617188e-05,7.09999999999981e-05,13.90625,0.0006558895111083982,0.00044800000000000194,0.0
Average,0.001067447662353514,0.0006161999999999998,0.0,0.00033512115478515634,0.00016609999999999948,0.0,7.464885711669922e-05,6.74000000000001e-05,12.9796875,0.0006901741027832032,0.0004652,0.115625
