CreateTableRealTime,CreateTableCPUTime,LoadDataRealTime,LoadDataCPUTime,CreateIndexRealTime,CreateIndexCPUTime,AnalyzeRealTime,AnalyzeCPUTime,ExecuteQueryRealTime,ExecuteQueryCPUTime,WriteResultRealTime,WriteResultCPUTime
0.020000003278255463,0.0,0.009999997913837433,0.0,0.009999997913837433,0.0,0.0,0.0,0.040000006556510925,0.0,0.0,0.0
0.0,0.0,0.009999997913837433,0.0,0.0,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
0.009999997913837433,0.0,0.0,0.0,0.01000000536441803,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009999997913837433,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
0.0,0.0,0.009999997913837433,0.0,0.0,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01000000536441803,0.0,0.0,0.0,0.0299999937415123,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009999997913837433,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01000000536441803,0.0,0.0,0.0,0.0299999937415123,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009999997913837433,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009999997913837433,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,0.0
Average,0.0030000001192092896,0.0,0.0029999993741512297,0.0,0.008000000566244125,0.0,0.0,0.0,0.03100000023841858,0.0,0.0,0.0
