LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.00114989280700684,0.00067,0.000468969345092773,0.000269999999999999,0.0010981559753418,0.001051,0.010911703109741199,0.010473
0.00107812881469727,0.000636000000000001,0.000432968139648438,0.000265999999999999,0.00116205215454102,0.001119,0.01074290275573728,0.010323
0.00106096267700195,0.000604,0.000659942626953125,0.000298,0.00119900703430176,0.001138,0.01080799102783204,0.010412
0.00103402137756348,0.000600000000000002,0.000407934188842773,0.000251999999999999,0.00111198425292969,0.001049,0.010779142379760711,0.010362
0.00100302696228027,0.000586,0.000477790832519531,0.000262,0.0010991096496582,0.001042,0.0106189250946045,0.010216000000000001
0.00103402137756348,0.00059,0.000463008880615234,0.000261000000000001,0.00111699104309082,0.00106,0.010806083679199179,0.010388
0.00102615356445312,0.000595,0.000458002090454102,0.000261000000000001,0.00110483169555664,0.001049,0.010721206665039059,0.010233
0.00102710723876953,0.000605000000000001,0.000468015670776367,0.000262,0.00110507011413574,0.001044,0.01080203056335446,0.010384000000000001
0.00103211402893066,0.000607,0.000401020050048828,0.000241999999999999,0.00110101699829102,0.001049,0.01113796234130858,0.010677
0.00102901458740234,0.000593,0.000478029251098633,0.000262999999999999,0.00109195709228516,0.001042,0.01080989837646484,0.010355
Average,0.001047444343566894,0.0006086000000000005,0.0004715681076049804,0.0002636999999999997,0.001119017601013185,0.0010642999999999998,0.010813784599304186,0.0103823
