LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0014498233795166,0.000652,0.000678062438964844,0.000205,0.000144004821777344,0.000130999999999999,0.001577138900756836,0.001159000000000001
0.00100588798522949,0.000592000000000001,0.000374078750610352,0.000177,0.000143051147460938,0.000127,0.0013668537139892621,0.00115
0.00103306770324707,0.000592000000000001,0.000372886657714844,0.000179,0.000135898590087891,0.000125,0.001401185989379879,0.0011550000000000002
0.00103592872619629,0.000595,0.000367164611816406,0.000175000000000002,0.000136852264404297,0.000125999999999999,0.0013542175292968728,0.001151000000000001
0.00100994110107422,0.00059,0.000367879867553711,0.000175,0.000138044357299805,0.000125,0.001359939575195315,0.0011519999999999998
0.00101804733276367,0.000600000000000002,0.000391006469726562,0.000185999999999999,0.000149011611938477,0.000135000000000001,0.001374006271362303,0.001145999999999999
0.00112080574035645,0.000672000000000001,0.000385046005249023,0.000187,0.000141143798828125,0.000129000000000001,0.001374006271362305,0.0011529999999999989
0.00114583969116211,0.000666,0.000379085540771484,0.000177,0.000138998031616211,0.000126999999999999,0.001368999481201169,0.0011580000000000008
0.00105810165405273,0.000617000000000001,0.000409126281738281,0.000194,0.000149965286254883,0.000137,0.001341104507446287,0.001139
0.00104498863220215,0.000619,0.000423192977905273,0.000204000000000001,0.000145912170410156,0.000133999999999999,0.001339912414550784,0.001148000000000001
Average,0.0010922431945800779,0.0006195000000000006,0.00041475296020507794,0.00018590000000000018,0.0001422882080078127,0.0001295999999999998,0.0013857364654541013,0.0011511000000000004
