environment,cpu_time,size,position,factor
clingo,0.0,100,1,
postgres,2.3600000000001397e-05,100,2,inf
mariadb,8.819999999999384e-05,100,3,373.72881355927376
cockroachdb,0.00012820000000001163,200,4,145.35147392292583
mariadb,0.00013140000000000374,700,5,102.49609984398738
cockroachdb,0.00013459999999999584,300,6,102.43531202434704
mariadb,0.00013719999999998179,200,7,101.93164933134177
cockroachdb,0.00014439999999998898,100,8,105.24781341108466
mariadb,0.00014680000000000248,300,9,101.66204986150534
postgres,0.00015300000000000312,200,10,104.22343324250718
postgres,0.0001536000000000093,500,11,100.39215686274912
cockroachdb,0.00015480000000001048,400,12,100.78125000000074
postgres,0.00015819999999999723,300,13,102.19638242893186
mariadb,0.00016239999999999587,600,14,102.65486725663635
cockroachdb,0.00016239999999999587,500,15,100.0
mariadb,0.00016339999999999134,400,16,100.61576354679526
mariadb,0.00016380000000001393,800,17,100.24479804162951
mariadb,0.0001731999999999956,500,18,105.73870573869407
mariadb,0.00017340000000000134,900,19,100.11547344111187
postgres,0.0001772000000000218,600,20,102.19146482123438
postgres,0.00019219999999999792,400,21,108.4650112866672
mariadb,0.0002024000000000026,1000,22,105.30697190426888
postgres,0.00020499999999998853,700,23,101.28458498023019
cockroachdb,0.0002337999999999951,1000,24,114.04878048780887
cockroachdb,0.00023679999999999258,800,25,101.28314798973376
cockroachdb,0.0002746000000000137,600,26,115.96283783784726
postgres,0.00028140000000000944,1000,27,102.47632920611632
cockroachdb,0.00028819999999998294,900,28,102.41648898364366
postgres,0.0002898000000000067,900,29,100.55517002082716
cockroachdb,0.0002903999999999907,700,30,100.20703933746857
postgres,0.0003237999999999963,800,31,111.50137741047064
clingo,0.0020000000000000018,200,32,617.6652254478148
clingo,0.0020000000000000018,300,33,100.0
clingo,0.0040000000000000036,400,34,200.0
duckdb,0.0046926000000000025,100,35,117.31499999999997
clingo,0.007999999999999919,500,36,170.48118313940915
xsb,0.0081346,100,37,101.68250000000103
clingo,0.010000000000000142,600,38,122.93167457527281
clingo,0.013999999999999702,700,39,139.99999999999503
clingo,0.021999999999999176,800,40,157.1428571428546
duckdb,0.025952999999999993,200,41,117.9681818181862
clingo,0.0260000000000002,900,42,100.18109659769662
clingo,0.03400000000000074,1000,43,130.7692307692326
souffle,0.0431402,100,44,126.88294117646784
xsb,0.0646892,200,45,149.95108970287575
duckdb,0.11217380000000002,300,46,173.40421585055932
duckdb,0.1673482,400,47,149.18653018797613
xsb,0.2161836,300,48,129.18190933634185
souffle,0.2293734,200,49,106.10120286645241
duckdb,0.32101480000000004,500,50,139.95293264171
xsb,0.5093488,400,51,158.66832308043118
duckdb,0.6538292,600,52,128.36570931353916
souffle,0.7472768000000001,300,53,114.29235647474907
xsb,1.0045911999999997,500,54,134.4336128192391
duckdb,1.4764344,700,55,146.96867740828316
xsb,1.7000406,600,56,115.14501423158387
souffle,1.752296,400,57,103.07377364987637
duckdb,2.1150908,800,58,120.70396782278792
xsb,2.6842528,700,59,126.90957759354822
duckdb,3.3929471999999996,900,60,126.40192458772883
souffle,3.4048660000000006,500,61,100.35128162324487
xsb,4.010453,800,62,117.78592755192125
duckdb,4.4799092,1000,63,111.70581477952739
xsb,5.7381466,900,64,128.08622549760608
souffle,5.849704,600,65,101.94413645688314
xsb,7.883575800000001,1000,66,134.76879855801252
souffle,9.288908000000001,700,67,117.82607582716463
souffle,13.80174,800,68,148.58301966172988
souffle,19.59016,900,69,141.93978440399545
souffle,26.823040000000002,1000,70,136.92098482095093
