LoadRulesRealTime,LoadRulesCPUTime,LoadFactsRealTime,LoadFactsCPUTime,GroundRealTime,GroundCPUTime,QueryRealTime,QueryCPUTime,WriteRealTime,WriteCPUTime
0.0,0.0,0.0,0.0,0.3900001049041748,0.38,0.0,0.010000000000000009,0.039999961853027344,0.020000000000000018
0.0,0.0,0.0,0.0,0.36999988555908203,0.37,0.0,0.0,0.040000200271606445,0.03999999999999998
0.0,0.0,0.0,0.0,0.34999990463256836,0.36,0.009999990463256836,0.0,0.019999980926513672,0.02999999999999997
0.0,0.0,0.0,0.0,0.3600001335144043,0.36,0.0,0.0,0.039999961853027344,0.03999999999999998
0.0,0.0,0.0,0.0,0.3600001335144043,0.36,0.0,0.0,0.029999971389770508,0.02999999999999997
0.0,0.0,0.0,0.0,0.36999988555908203,0.37,0.0,0.0,0.040000200271606445,0.03999999999999998
0.0,0.0,0.0,0.0,0.3599998950958252,0.36,0.0,0.0,0.039999961853027344,0.03999999999999998
0.0,0.0,0.0,0.0,0.3599998950958252,0.36,0.0,0.0,0.039999961853027344,0.03999999999999998
0.0,0.0,0.0,0.0,0.35000014305114746,0.36,0.009999990463256836,0.0,0.019999980926513672,0.03999999999999998
0.0,0.0,0.0,0.0,0.3599998950958252,0.36,0.0,0.0,0.040000200271606445,0.03999999999999998
Average,0.0,0.0,0.0,0.0,0.3629999876022339,0.36399999999999993,0.0019999980926513673,0.0010000000000000009,0.035000038146972653,0.03599999999999998
