DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.039999961853027344,0.03,1.3499999046325684,1.37,0.000120333,0.00012,0.00175292,0.001751,0.0772283,0.077075,0.014743,0.012828
0.029999971389770508,0.03,1.3500001430511475,1.37,0.00012325,0.000123,0.00198438,0.001984,0.0779717,0.077815,0.012227,0.012212
0.039999961853027344,0.03,1.3499999046325684,1.37,0.0,0.0,0.001731,0.00173,0.0784035,0.07824,0.0124737,0.012438
0.039999961853027344,0.03,1.3700001239776611,1.3800000000000001,0.000113208,0.000112,0.00176429,0.001763,0.0771594,0.077003,0.0123107,0.01229
0.039999961853027344,0.03,1.3599998950958252,1.3800000000000001,0.000108,0.000107,0.00175238,0.001751,0.0775301,0.077396,0.0123765,0.012347
0.039999961853027344,0.03,1.3500001430511475,1.37,0.000113042,0.000112,0.00176287,0.001762,0.0780408,0.077848,0.0126671,0.012632
0.029999971389770508,0.03,1.3599998950958252,1.37,0.000114125,0.000113,0.00176654,0.001765,0.0782534,0.078072,0.0125533,0.012546
0.039999961853027344,0.03,1.3500001430511475,1.37,0.000125667,0.000125,0.00197854,0.001977,0.077773,0.077641,0.0121989,0.012186
0.039999961853027344,0.03,1.3499999046325684,1.3800000000000001,0.000108667,0.000108,0.00174854,0.001748,0.076905,0.076792,0.0123308,0.012309
0.029999971389770508,0.03,1.3600001335144043,1.37,0.0,0.0,0.00142738,0.001426,0.0735777,0.07357,0.012059,0.012049
Average,0.036999964714050294,0.030000000000000006,1.3550000190734863,1.373,9.26292e-05,9.2e-05,0.0017668839999999998,0.0017656999999999998,0.07728429,0.0771452,0.012594,0.012383700000000001
