1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	39
1	40
1	41
2	33
2	34
2	35
2	36
2	37
2	38
2	39
2	40
2	41
2	42
3	34
3	35
3	36
3	37
3	38
3	39
3	40
3	41
3	42
3	43
4	35
4	36
4	37
4	38
4	39
4	40
4	41
4	42
4	43
4	44
5	36
5	37
5	38
5	39
5	40
5	41
5	42
5	43
5	44
5	45
6	37
6	38
6	39
6	40
6	41
6	42
6	43
6	44
6	45
6	46
7	38
7	39
7	40
7	41
7	42
7	43
7	44
7	45
7	46
7	47
8	39
8	40
8	41
8	42
8	43
8	44
8	45
8	46
8	47
8	48
9	40
9	41
9	42
9	43
9	44
9	45
9	46
9	47
9	48
9	49
10	41
10	42
10	43
10	44
10	45
10	46
10	47
10	48
10	49
10	50
11	42
11	43
11	44
11	45
11	46
11	47
11	48
11	49
11	50
11	51
12	43
12	44
12	45
12	46
12	47
12	48
12	49
12	50
12	51
12	52
13	44
13	45
13	46
13	47
13	48
13	49
13	50
13	51
13	52
13	53
14	45
14	46
14	47
14	48
14	49
14	50
14	51
14	52
14	53
14	54
15	46
15	47
15	48
15	49
15	50
15	51
15	52
15	53
15	54
15	55
16	47
16	48
16	49
16	50
16	51
16	52
16	53
16	54
16	55
16	56
17	48
17	49
17	50
17	51
17	52
17	53
17	54
17	55
17	56
17	57
18	49
18	50
18	51
18	52
18	53
18	54
18	55
18	56
18	57
18	58
19	50
19	51
19	52
19	53
19	54
19	55
19	56
19	57
19	58
19	59
20	51
20	52
20	53
20	54
20	55
20	56
20	57
20	58
20	59
20	60
21	31
21	52
21	53
21	54
21	55
21	56
21	57
21	58
21	59
21	60
22	31
22	32
22	53
22	54
22	55
22	56
22	57
22	58
22	59
22	60
23	31
23	32
23	33
23	54
23	55
23	56
23	57
23	58
23	59
23	60
24	31
24	32
24	33
24	34
24	55
24	56
24	57
24	58
24	59
24	60
25	31
25	32
25	33
25	34
25	35
25	56
25	57
25	58
25	59
25	60
26	31
26	32
26	33
26	34
26	35
26	36
26	57
26	58
26	59
26	60
27	31
27	32
27	33
27	34
27	35
27	36
27	37
27	58
27	59
27	60
28	31
28	32
28	33
28	34
28	35
28	36
28	37
28	38
28	59
28	60
29	31
29	32
29	33
29	34
29	35
29	36
29	37
29	38
29	39
29	60
30	31
30	32
30	33
30	34
30	35
30	36
30	37
30	38
30	39
30	40
