environment,real_time,size,position,factor
clingo,0.0019999980926513673,100,1,
clingo,0.011999988555908203,200,2,600.0
clingo,0.02199997901916504,300,3,183.33333333333334
clingo,0.04799995422363281,400,4,218.18181818181816
clingo,0.08199992179870605,500,5,170.83333333333331
xsb,0.09780445098876953,100,6,119.27383446640418
clingo,0.11800003051757812,600,7,120.64893706230974
clingo,0.16199994087219238,700,8,137.28804997898686
clingo,0.20999999046325685,800,9,129.62967105582678
clingo,0.2619999885559082,900,10,124.76190497815745
clingo,0.35000009536743165,1000,11,133.58782849440664
souffle,0.6207106,100,12,177.34583739137992
xsb,0.7672124385833742,200,13,123.60227754824457
xsb,2.5322434425353975,300,14,330.05766267437997
souffle,4.832783999999999,200,15,190.84989692622904
xsb,6.057089948654174,400,16,125.33334716913016
xsb,11.60812220573424,500,17,191.64520098159431
souffle,15.888079999999999,300,18,136.8703716105911
xsb,20.00305237770082,600,19,125.89974608449114
xsb,32.00555634498596,700,20,160.00336219018953
souffle,39.92232,400,21,124.73559143818566
xsb,47.804676246643055,800,22,119.7442339188781
xsb,66.22596597671509,900,23,138.53449322620529
souffle,77.43952,500,24,116.93226192763662
xsb,90.75665225982665,1000,25,117.19681663810242
souffle,132.93200000000002,600,26,146.47080592993868
souffle,217.11599999999999,700,27,163.32861914362226
souffle,333.1076,800,28,153.42379189004956
souffle,478.46720000000005,900,29,143.637431268455
souffle,650.1679999999999,1000,30,135.88559466563223
