DatalogToCPPRealTime,DatalogToCPPCPUTime,CompileRealTime,CompileCPUTime,InstanceLoadingRealTime,InstanceLoadingCPUTime,LoadingFactRealTime,LoadingFactCPUTime,QueryRealTime,QueryCPUTime,WritingResultRealTime,WritingResultCPUTime
0.04999995231628418,0.03,1.5099999904632568,1.53,0.00012525,0.000125,0.000840666,0.000841,0.00584787,0.005848,0.00138204,0.001379
0.039999961853027344,0.039999999999999994,1.4600000381469727,1.49,0.00012525,0.000124,0.000836667,0.000836,0.00591892,0.005917,0.00137496,0.001372
0.040000200271606445,0.039999999999999994,1.4499998092651367,1.47,0.000124875,0.000124,0.000844959,0.000843,0.006204,0.006203,0.001385,0.001382
0.039999961853027344,0.03,1.4600000381469727,1.47,0.000127334,0.000127,0.000856292,0.000856,0.00613933,0.006138,0.001388,0.001385
0.039999961853027344,0.03,1.4600000381469727,1.48,0.000125583,0.000124,0.000837334,0.000836,0.00598204,0.005978,0.00135829,0.001355
0.039999961853027344,0.03,1.5,1.52,0.00012925,0.000128,0.000793958,0.000794,0.00577358,0.005774,0.00136546,0.001365
0.039999961853027344,0.039999999999999994,1.4800000190734863,1.5,0.000126875,0.000126,0.000624708,0.000624,0.00455192,0.004551,0.00137458,0.001373
0.039999961853027344,0.03,1.5099999904632568,1.53,0.000125333,0.000126,0.000842375,0.000842,0.00585683,0.005856,0.00137429,0.001373
0.039999961853027344,0.039999999999999994,1.5199999809265137,1.54,0.000111875,0.000111,0.0007555,0.000755,0.00576508,0.005762,0.00131429,0.001312
0.039999961853027344,0.03,1.5899999141693115,1.57,0.000113542,0.000112,0.00075125,0.00075,0.00608325,0.006079,0.00134588,0.001344
Average,0.040999984741210936,0.033999999999999996,1.493999981880188,1.5099999999999998,0.00012351670000000002,0.00012269999999999997,0.0007983709,0.0007976999999999999,0.005812282,0.005810600000000001,0.0013662790000000002,0.0013639999999999998
