environment,cpu_time,size,position,factor
postgres,0.00018380000000002284,10000,1,
mariadb,0.0003851999999999967,10000,2,209.5756256800592
postgres,0.0005224000000000229,20000,3,135.61786085151283
cockroachdb,0.0007553999999999839,10000,4,144.60183767227235
mariadb,0.0009618000000000016,20000,5,127.32327243844614
postgres,0.0022619999999999862,30000,6,235.18402994385346
postgres,0.0024519999999999985,40000,7,108.39964633068139
postgres,0.005535400000000001,50000,8,225.75040783034277
postgres,0.006382999999999983,60000,9,115.31235321747266
duckdb,1.140913,10000,10,17874.244085853097
duckdb,3.4427808,20000,11,301.75664577404234
duckdb,6.8562032,30000,12,199.14724748087363
duckdb,11.760900600000003,40000,13,171.53663998756633
duckdb,44.8497756,50000,14,381.34643872425886
duckdb,53.883187,60000,15,120.14148628204062
duckdb,424.13586940000005,70000,16,787.1395383498754
duckdb,515.5593774,80000,17,121.55524080746376
