LoadRulesRealTime,LoadRulesCPUTime,LoadRulesMaxRAM_MB,LoadFactsRealTime,LoadFactsCPUTime,LoadFactsMaxRAM_MB,QueryRealTime,QueryCPUTime,QueryMaxRAM_MB,WriteRealTime,WriteCPUTime,WriteMaxRAM_MB
0.00104999542236328,0.000609999999999999,0.0,0.000504016876220703,0.000151000000000002,0.0,4.29153442382812e-05,3.59999999999978e-05,13.78125,0.0006349086761474607,0.0003930000000000032,0.0
0.00117087364196777,0.000639000000000001,0.0,0.000318050384521484,0.000151999999999999,0.0,4.1961669921875e-05,3.59999999999978e-05,11.90625,0.000601053237915039,0.00039100000000000224,0.0
0.00100612640380859,0.000588,0.0,0.000341892242431641,0.000156,0.0,3.814697265625e-05,3.29999999999983e-05,11.640625,0.000599861145019531,0.0003970000000000017,0.359375
0.00109601020812988,0.000637000000000002,0.0,0.000319004058837891,0.000150999999999998,0.0,4.50611114501953e-05,3.70000000000023e-05,13.75,0.0006198883056640627,0.0003939999999999967,0.0
0.00116109848022461,0.000664000000000001,0.0,0.00034785270690918,0.00017,0.0,5.00679016113281e-05,3.90000000000008e-05,1.96875,0.0005798339843749999,0.0003839999999999992,9.609375
Average,0.001096820831298826,0.0006276000000000006,0.0,0.00036616325378417984,0.0001559999999999998,0.0,4.3630599975585924e-05,3.61999999999994e-05,10.609375,0.0006071090698242187,0.00039180000000000063,1.99375
0.00114011764526367,0.000632000000000001,0.0,0.000518798828125,0.000158999999999999,0.0,4.10079956054688e-05,3.50000000000003e-05,13.890625,0.0006330013275146482,0.0004039999999999997,0.0
0.00127601623535156,0.00069,0.0,0.000321865081787109,0.000153,0.0,4.91142272949219e-05,3.69999999999988e-05,13.453125,0.0006208419799804691,0.0004170000000000012,0.0
0.00114703178405762,0.000642999999999998,0.0,0.000352859497070312,0.000164000000000001,0.0,4.50611114501953e-05,3.79999999999998e-05,13.3125,0.0006000995635986327,0.0004030000000000002,0.0
0.00107192993164062,0.000624,0.0,0.000298976898193359,0.000142,0.0,4.10079956054688e-05,3.29999999999983e-05,12.078125,0.0006279945373535153,0.0004120000000000027,0.140625
0.00107622146606445,0.000605000000000001,0.0,0.000316858291625977,0.000149999999999997,0.0,4.1961669921875e-05,3.40000000000028e-05,13.359375,0.000605106353759766,0.0003989999999999962,0.0
Average,0.001119542121887205,0.0006332000000000002,0.0,0.0003640174865722656,0.0001547999999999996,0.0,4.3630599975585944e-05,3.57999999999997e-05,11.9140625,0.0006122589111328124,0.0003994000000000004,1.0109375
